Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,ISIN
ABEV3,AMBEV SA,Consumer Staples,Equity,4510878.47,0.01,"4,510,878.47",1542440.0,2.92,Brazil,XBSP,USD,5.17,BRL,-,
SUN,SUNCORP GROUP,Financials,Equity,4504949.55,0.01,"4,504,949.55",332322.0,13.56,Australia,Asx - All Markets,USD,1.39,AUD,-,
9503,KANSAI ELECTRIC POWER,Utilities,Equity,4486643.23,0.01,"4,486,643.23",274400.0,16.35,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
4507,SHIONOGI,Health Care,Equity,4486970.56,0.01,"4,486,970.56",245700.0,18.26,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
6361,EBARA,Industrials,Equity,4487536.4,0.01,"4,487,536.40",148300.0,30.26,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
ETE,NATIONAL BANK OF GREECE,Financials,Equity,4484788.54,0.01,"4,484,788.54",229495.0,19.54,Greece,Athens Exchange S.A. Cash Market,USD,0.86,EUR,-,
ADVANC.R,ADVANCED INFO SERVICE NON-VOTING D,Communication,Equity,4469950.59,0.01,"4,469,950.59",414100.0,10.79,Thailand,Stock Exchange Of Thailand,USD,32.89,THB,-,
CRCL,CIRCLE INTERNET GROUP CLASS A,Information Technology,Equity,4463771.84,0.01,"4,463,771.84",47366.0,94.24,United States,NYSE,USD,1.00,USD,-,
TATASTEEL,TATA STEEL LTD,Materials,Equity,4454824.05,0.01,"4,454,824.05",2278596.0,1.96,India,National Stock Exchange Of India,USD,95.55,INR,-,
IOT,SAMSARA CLASS A,Information Technology,Equity,4452623.28,0.01,"4,452,623.28",106344.0,41.87,United States,NYSE,USD,1.00,USD,-,
H,HYDRO ONE,Utilities,Equity,4448743.8,0.01,"4,448,743.80",116365.0,38.23,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
2892,FIRST FINANCIAL HOLDING LTD,Financials,Equity,4423185.54,0.01,"4,423,185.54",4201761.0,1.05,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
267260,HD HYUNDAI ELECTRIC,Industrials,Equity,4424337.24,0.01,"4,424,337.24",7440.0,594.67,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
MZTF,MIZRAHI TEFAHOT BANK LTD,Financials,Equity,4413296.63,0.01,"4,413,296.63",56346.0,78.32,Israel,Tel Aviv Stock Exchange,USD,2.97,ILS,-,
DSCT,ISRAEL DISCOUNT BANK LTD,Financials,Equity,4405225.4,0.01,"4,405,225.40",385178.0,11.44,Israel,Tel Aviv Stock Exchange,USD,2.97,ILS,-,
RO,ROCHE HOLDING AG,Health Care,Equity,4404562.05,0.01,"4,404,562.05",9477.0,464.76,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
ITRK,INTERTEK GROUP PLC,Industrials,Equity,4391203.78,0.01,"4,391,203.78",55312.0,79.39,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
MAS,MASCO,Industrials,Equity,4376062.01,0.01,"4,376,062.01",60119.0,72.79,United States,NYSE,USD,1.00,USD,-,
S63,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,Equity,4371691.18,0.01,"4,371,691.18",519900.0,8.41,Singapore,Singapore Exchange,USD,1.27,SGD,-,
600519,KWEICHOW MOUTAI A,Consumer Staples,Equity,4372130.54,0.01,"4,372,130.54",22732.0,192.33,China,Shanghai Stock Exchange,USD,6.72,CNY,-,
AVY,AVERY DENNISON CORP,Materials,Equity,4361304.7,0.01,"4,361,304.70",24455.0,178.34,United States,NYSE,USD,1.00,USD,-,
IAG,INSURANCE AUSTRALIA GROUP,Financials,Equity,4358119.44,0.01,"4,358,119.44",771987.0,5.65,Australia,Asx - All Markets,USD,1.39,AUD,-,
GGG,GRACO,Industrials,Equity,4360946.64,0.01,"4,360,946.64",54772.0,79.62,United States,NYSE,USD,1.00,USD,-,
TVSMOTOR,TVS MOTOR COMPANY,Consumer Discretionary,Equity,4336865.83,0.01,"4,336,865.83",93966.0,46.15,India,National Stock Exchange Of India,USD,95.55,INR,-,
LVS,LAS VEGAS SANDS,Consumer Discretionary,Equity,4327335.6,0.01,"4,327,335.60",97815.0,44.24,United States,NYSE,USD,1.00,USD,-,
034730,SK INC,Industrials,Equity,4317598.15,0.01,"4,317,598.15",10721.0,402.72,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
RPM,RPM INTERNATIONAL INC,Materials,Equity,4313088.5,0.01,"4,313,088.50",40805.0,105.7,United States,NYSE,USD,1.00,USD,-,
ARX,ARC RESOURCES,Energy,Equity,4310879.68,0.01,"4,310,879.68",179217.0,24.05,Canada,Toronto Stock Exchange,USD,1.39,CAD,"Jan 01, 1970",
KNIN,KUEHNE UND NAGEL INTERNATIONAL AG,Industrials,Equity,4306796.04,0.01,"4,306,796.04",15954.0,269.95,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,4294649.78,0.01,"4,294,649.78",34862.0,123.19,United States,NYSE,USD,1.00,USD,-,
INDU C,INDUSTRIVARDEN SERIES,Financials,Equity,4293360.79,0.01,"4,293,360.79",75684.0,56.73,Sweden,Nasdaq Omx Nordic,USD,9.52,SEK,-,
3750,CONTEMPORARY AMPEREX TECHNOLOGY CL,Industrials,Equity,4288568.0,0.01,"4,288,568.00",54800.0,78.26,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
MKC,MCCORMICK & CO NON-VOTING,Consumer Staples,Equity,4274517.96,0.01,"4,274,517.96",78374.0,54.54,United States,NYSE,USD,1.00,USD,-,
SGE,THE SAGE GROUP,Information Technology,Equity,4272801.4,0.01,"4,272,801.40",285076.0,14.99,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
PHOE,PHOENIX FINANCIAL LTD,Financials,Equity,4268395.13,0.01,"4,268,395.13",67589.0,63.15,Israel,Tel Aviv Stock Exchange,USD,2.97,ILS,-,
TLS,TELSTRA GROUP,Communication,Equity,4254889.75,0.01,"4,254,889.75",1291824.0,3.29,Australia,Asx - All Markets,USD,1.39,AUD,-,
8795,T&D HOLDINGS,Financials,Equity,4257062.52,0.01,"4,257,062.52",139900.0,30.43,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
CSGP,COSTAR GROUP,Real Estate,Equity,4234504.1,0.01,"4,234,504.10",135115.0,31.34,United States,NASDAQ,USD,1.00,USD,-,
SVT,SEVERN TRENT PLC,Utilities,Equity,4229017.32,0.01,"4,229,017.32",100438.0,42.11,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
DIVISLAB,DIVIS LABORATORIES LTD,Health Care,Equity,4225510.89,0.01,"4,225,510.89",44562.0,94.82,India,National Stock Exchange Of India,USD,95.55,INR,-,
BPAC11,BCO BTG PACTUAL UNT SA,Financials,Equity,4222998.78,0.01,"4,222,998.78",406277.0,10.39,Brazil,XBSP,USD,5.17,BRL,-,
FOXA,FOX CLASS A,Communication,Equity,4205820.96,0.01,"4,205,820.96",62568.0,67.22,United States,NASDAQ,USD,1.00,USD,-,
CLX,CLOROX,Consumer Staples,Equity,4199916.64,0.01,"4,199,916.64",40528.0,103.63,United States,NYSE,USD,1.00,USD,-,
033780,KT&G CORP,Consumer Staples,Equity,4191741.27,0.01,"4,191,741.27",33164.0,126.39,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
SCG,SCENTRE GROUP,Real Estate,Equity,4192225.45,0.01,"4,192,225.45",1632890.0,2.57,Australia,Asx - All Markets,USD,1.39,AUD,-,
AKRBP,AKER BP,Energy,Equity,4181951.28,0.01,"4,181,951.28",112377.0,37.21,Norway,Oslo Bors Asa,USD,9.34,NOK,-,
207940,SAMSUNG BIOLOGICS,Health Care,Equity,4177235.98,0.01,"4,177,235.98",3618.0,1154.57,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
RCI.B,ROGERS COMMUNICATIONS NON-VOTING I,Communication,Equity,4177275.67,0.01,"4,177,275.67",114561.0,36.46,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
6223,MPI CORP,Information Technology,Equity,4177333.06,0.01,"4,177,333.06",26000.0,160.67,Taiwan,Gretai Securities Market,USD,31.68,TWD,-,
NHY,NORSK HYDRO,Materials,Equity,4159840.63,0.01,"4,159,840.63",422010.0,9.86,Norway,Oslo Bors Asa,USD,9.34,NOK,-,
3407,ASAHI KASEI,Materials,Equity,4154585.74,0.01,"4,154,585.74",401400.0,10.35,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
1812,KAJIMA,Industrials,Equity,4131724.83,0.01,"4,131,724.83",136400.0,30.29,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
INF,INFORMA PLC,Communication,Equity,4133726.93,0.01,"4,133,726.93",341497.0,12.1,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
FLUT,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Equity,4108327.41,0.01,"4,108,327.41",43241.0,95.01,United States,NYSE,USD,1.00,USD,-,
UU.,UNITED UTILITIES GROUP PLC,Utilities,Equity,4105443.34,0.01,"4,105,443.34",213009.0,19.27,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
6594,NIDEC,Industrials,Equity,4094349.74,0.01,"4,094,349.74",250600.0,16.34,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
EQX,EQUINOX GOLD,Materials,Equity,4089503.44,0.01,"4,089,503.44",304091.0,13.45,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
CICT,CAPITALAND INTEGRATED COMMERCIAL T,Real Estate,Equity,4084771.18,0.01,"4,084,771.18",2181920.0,1.87,Singapore,Singapore Exchange,USD,1.27,SGD,-,
RKT,ROCKET COMPANIES INC CLASS A,Financials,Equity,4085000.32,0.01,"4,085,000.32",286868.0,14.24,United States,NYSE,USD,1.00,USD,-,
BKT,BANKINTER SA,Financials,Equity,4085605.7,0.01,"4,085,605.70",211590.0,19.31,Spain,Bolsa De Madrid,USD,0.86,EUR,-,
1109,CHINA RESOURCES LAND,Real Estate,Equity,4083557.42,0.01,"4,083,557.42",946000.0,4.32,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
7735,SCREEN HOLDINGS LTD,Information Technology,Equity,4077830.78,0.01,"4,077,830.78",48000.0,84.95,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,4070161.48,0.01,"4,070,161.48",53938.0,75.46,United States,NASDAQ,USD,1.00,USD,-,
SN.,SMITH AND NEPHEW PLC,Health Care,Equity,4065073.28,0.01,"4,065,073.28",279056.0,14.57,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
9532,OSAKA GAS,Utilities,Equity,4065750.69,0.01,"4,065,750.69",115300.0,35.26,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
G1A,GEA GROUP AG,Industrials,Equity,4051604.27,0.01,"4,051,604.27",51464.0,78.73,Germany,Xetra,USD,0.86,EUR,-,
HAR,HARMONY GOLD MINING COMPANY LIMITE,Materials,Equity,4048474.43,0.01,"4,048,474.43",189964.0,21.31,South Africa,Johannesburg Stock Exchange,USD,16.00,ZAR,-,
1802,OBAYASHI,Industrials,Equity,4040888.15,0.01,"4,040,888.15",215100.0,18.79,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,4023049.6,0.01,"4,023,049.60",37216.0,108.1,United States,NASDAQ,USD,1.00,USD,-,
5016,JX ADVANCED METALS CORP,Materials,Equity,4020015.06,0.01,"4,020,015.06",168900.0,23.8,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
AGN,AEGON,Financials,Equity,4014476.09,0.01,"4,014,476.09",436893.0,9.19,Netherlands,Euronext Amsterdam,USD,0.86,EUR,-,
1010,RIYAD BANK,Financials,Equity,4015843.5,0.01,"4,015,843.50",723160.0,5.55,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-,
IREN,IREN,Information Technology,Equity,4015955.58,0.01,"4,015,955.58",99086.0,40.53,United States,NASDAQ,USD,1.00,USD,-,
AKZA,AKZO NOBEL,Materials,Equity,4008962.67,0.01,"4,008,962.67",55955.0,71.65,Netherlands,Euronext Amsterdam,USD,0.86,EUR,-,
DAL,DELTA AIR LINES,Industrials,Equity,3992412.56,0.01,"3,992,412.56",49204.0,81.14,United States,NYSE,USD,1.00,USD,-,
METSO,METSO CORPORATION,Industrials,Equity,3984584.12,0.01,"3,984,584.12",186149.0,21.41,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.86,EUR,-,
CARL B,CARLSBERG AS CL B,Consumer Staples,Equity,3984950.96,0.01,"3,984,950.96",29010.0,137.36,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.42,DKK,-,
LULU,LULULEMON ATHLETICA,Consumer Discretionary,Equity,3982450.0,0.01,"3,982,450.00",34630.0,115.0,United States,NASDAQ,USD,1.00,USD,-,
TXT,TEXTRON INC,Industrials,Equity,3978081.45,0.01,"3,978,081.45",48307.0,82.35,United States,NYSE,USD,1.00,USD,-,
386,CHINA PETROLEUM AND CHEMICAL H,Energy,Equity,3963499.25,0.01,"3,963,499.25",6639200.0,0.6,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
NWSA,NEWS CLASS A,Communication,Equity,3944880.01,0.01,"3,944,880.01",126479.0,31.19,United States,NASDAQ,USD,1.00,USD,-,
DECK,DECKERS OUTDOOR,Consumer Discretionary,Equity,3940705.51,0.01,"3,940,705.51",45647.0,86.33,United States,NYSE,USD,1.00,USD,-,
POWERGRID,POWER GRID CORPORATION OF INDIA,Utilities,Equity,3937561.04,0.01,"3,937,561.04",1420231.0,2.77,India,National Stock Exchange Of India,USD,95.55,INR,-,
TPEIR,PIRAEUS BANK SA,Financials,Equity,3927060.93,0.01,"3,927,060.93",331403.0,11.85,Greece,Athens Exchange S.A. Cash Market,USD,0.86,EUR,-,
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,3927537.15,0.01,"3,927,537.15",10041.0,391.15,United States,NYSE,USD,1.00,USD,-,
BBRI,BANK RAKYAT INDONESIA (PERSERO),Financials,Equity,3929221.47,0.01,"3,929,221.47",22103430.0,0.18,Indonesia,Indonesia Stock Exchange,USD,"17,720.00",IDR,-,
ENX,EURONEXT NV,Financials,Equity,3924668.34,0.01,"3,924,668.34",20387.0,192.51,France,Nyse Euronext - Euronext Paris,USD,0.86,EUR,-,
EUROB,EUROBANK SA,Financials,Equity,3920273.32,0.01,"3,920,273.32",733696.0,5.34,Greece,Athens Exchange S.A. Cash Market,USD,0.86,EUR,-,
LISN,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Equity,3920880.76,0.01,"3,920,880.76",34.0,115320.02,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
9766,KONAMI GROUP,Communication,Equity,3915355.89,0.01,"3,915,355.89",28700.0,136.42,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
SOL,WASHINGTON H SOUL PATTINSON & COMP,Financials,Equity,3916127.3,0.01,"3,916,127.30",124440.0,31.47,Australia,Asx - All Markets,USD,1.39,AUD,-,
8830,SUMITOMO REALTY & DEVELOPMENT,Real Estate,Equity,3903170.98,0.01,"3,903,170.98",183600.0,21.26,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
823,LINK REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,3896010.92,0.01,"3,896,010.92",777160.0,5.01,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
EICHERMOT,EICHER MOTORS LTD,Consumer Discretionary,Equity,3890950.19,0.01,"3,890,950.19",45897.0,84.78,India,National Stock Exchange Of India,USD,95.55,INR,-,
IMP,IMPALA PLATINUM,Materials,Equity,3891801.94,0.01,"3,891,801.94",271585.0,14.33,South Africa,Johannesburg Stock Exchange,USD,16.00,ZAR,-,
7186,YOKOHAMA FINANCIAL GROUP,Financials,Equity,3887125.28,0.01,"3,887,125.28",323900.0,12.0,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
373220,LG ENERGY SOLUTION LTD,Industrials,Equity,3873531.07,0.01,"3,873,531.07",14434.0,268.36,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
010120,LS ELECTRIC LTD,Industrials,Equity,3872809.29,0.01,"3,872,809.29",24359.0,158.99,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
EDV,ENDEAVOUR MINING,Materials,Equity,3865781.36,0.01,"3,865,781.36",60058.0,64.37,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
196170,ALTEOGEN INC,Health Care,Equity,3862500.72,0.01,"3,862,500.72",17119.0,225.63,Korea (South),Korea Exchange (Kosdaq),USD,"1,380.60",KRW,-,
2010,SAUDI BASIC INDUSTRIES,Materials,Equity,3858871.57,0.01,"3,858,871.57",289192.0,13.34,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-,
CHTR,CHARTER COMMUNICATIONS CLASS A,Communication,Equity,3853056.96,0.01,"3,853,056.96",25978.0,148.32,United States,NASDAQ,USD,1.00,USD,-,
STMN,STRAUMANN HOLDING AG,Health Care,Equity,3831000.11,0.01,"3,831,000.11",33408.0,114.67,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
2423,KE HOLDINGS,Real Estate,Equity,3815675.51,0.01,"3,815,675.51",635627.0,6.0,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
WN,GEORGE WESTON,Consumer Staples,Equity,3813193.54,0.01,"3,813,193.54",54097.0,70.49,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
PZU,PZU SA,Financials,Equity,3803346.18,0.01,"3,803,346.18",194724.0,19.53,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.72,PLN,-,
6383,DAIFUKU,Industrials,Equity,3802981.42,0.01,"3,802,981.42",104500.0,36.39,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
2379,REALTEK SEMICONDUCTOR,Information Technology,Equity,3778980.76,0.01,"3,778,980.76",164000.0,23.04,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
1150,ALINMA BANK,Financials,Equity,3773330.98,0.01,"3,773,330.98",548272.0,6.88,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-,
ULTRACEMCO,ULTRATECH CEMENT LTD,Materials,Equity,3775462.45,0.01,"3,775,462.45",30787.0,122.63,India,National Stock Exchange Of India,USD,95.55,INR,-,
PST,POSTE ITALIANE,Financials,Equity,3771177.96,0.01,"3,771,177.96",117113.0,32.2,Italy,Borsa Italiana,USD,0.86,EUR,-,
HEN3,HENKEL & KGAA PREF AG,Consumer Staples,Equity,3769378.37,0.01,"3,769,378.37",42756.0,88.16,Germany,Xetra,USD,0.86,EUR,-,
BVI,BUREAU VERITAS SA,Industrials,Equity,3755684.95,0.01,"3,755,684.95",117782.0,31.89,France,Nyse Euronext - Euronext Paris,USD,0.86,EUR,-,
4307,NOMURA RESEARCH INSTITUTE,Information Technology,Equity,3749977.4,0.01,"3,749,977.40",118400.0,31.67,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
MRU,METRO,Consumer Staples,Equity,3752092.11,0.01,"3,752,092.11",58427.0,64.22,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
2020,ANTA SPORTS PRODUCTS LTD,Consumer Discretionary,Equity,3743419.14,0.01,"3,743,419.14",377200.0,9.92,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
7012,KAWASAKI HEAVY INDUSTRIES,Industrials,Equity,3745548.58,0.01,"3,745,548.58",227200.0,16.49,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
BNZL,BUNZL,Industrials,Equity,3734592.42,0.01,"3,734,592.42",98834.0,37.79,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
PSON,PEARSON PLC,Consumer Discretionary,Equity,3732863.61,0.01,"3,732,863.61",223529.0,16.7,United Kingdom,London Stock Exchange,USD,0.74,GBP,"Jan 02, 1985",
SCHP,SCHINDLER HOLDING PAR AG,Industrials,Equity,3713627.92,0.01,"3,713,627.92",11231.0,330.66,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
1347,HUA HONG GRACE SEMICONDUCTOR LTD,Information Technology,Equity,3712478.0,0.01,"3,712,478.00",237000.0,15.66,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
OMV,OMV,Energy,Equity,3706837.95,0.01,"3,706,837.95",47365.0,78.26,Austria,Wiener Boerse Ag,USD,0.86,EUR,-,
MAERSK B,A P MOLLER MAERSK B,Industrials,Equity,3703537.73,0.01,"3,703,537.73",1104.0,3354.65,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.42,DKK,-,
ADCB,ABU DHABI COMMERCIAL BANK,Financials,Equity,3702482.27,0.01,"3,702,482.27",883030.0,4.19,United Arab Emirates,Abu Dhabi Securities Exchange,USD,3.67,AED,-,
UNI,UNIPOL ASSICURAZIONI SPA,Financials,Equity,3698916.2,0.01,"3,698,916.20",112949.0,32.75,Italy,Borsa Italiana,USD,0.86,EUR,-,
ASRNL,ASR NEDERLAND,Financials,Equity,3690849.02,0.01,"3,690,849.02",44788.0,82.41,Netherlands,Euronext Amsterdam,USD,0.86,EUR,-,
EN,BOUYGUES SA,Industrials,Equity,3643326.3,0.01,"3,643,326.30",71116.0,51.23,France,Nyse Euronext - Euronext Paris,USD,0.86,EUR,-,
6504,FUJI ELECTRIC,Industrials,Equity,3644137.58,0.01,"3,644,137.58",40800.0,89.32,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
HCLTECH,HCL TECHNOLOGIES LTD,Information Technology,Equity,3641814.53,0.01,"3,641,814.53",271421.0,13.42,India,National Stock Exchange Of India,USD,95.55,INR,-,
GALP,GALP ENERGIA SGPS SA CLASS B,Energy,Equity,3620941.23,0.01,"3,620,941.23",150129.0,24.12,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.86,EUR,-,
QIBK,QATAR ISLAMIC BANK,Financials,Equity,3614795.47,0.01,"3,614,795.47",606799.0,5.96,Qatar,Qatar Exchange,USD,3.64,QAR,-,
RTO,RENTOKIL INITIAL PLC,Industrials,Equity,3609582.95,0.01,"3,609,582.95",771639.0,4.68,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
PLS,PLS GROUP LTD,Materials,Equity,3597028.54,0.01,"3,597,028.54",971219.0,3.7,Australia,Asx - All Markets,USD,1.39,AUD,-,
298040,HYOSUNG HEAVY INDUSTRIES CORP,Industrials,Equity,3599526.29,0.01,"3,599,526.29",1614.0,2230.19,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
MONC,MONCLER,Consumer Discretionary,Equity,3593288.05,0.01,"3,593,288.05",65508.0,54.85,Italy,Borsa Italiana,USD,0.86,EUR,-,
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,Equity,3594678.63,0.01,"3,594,678.63",26981.0,133.23,Israel,NASDAQ,USD,1.00,USD,"Jun 28, 1996",
CG,CARLYLE GROUP INC,Financials,Equity,3591664.08,0.01,"3,591,664.08",72942.0,49.24,United States,NASDAQ,USD,1.00,USD,-,
8473,SBI HOLDINGS INC,Financials,Equity,3591791.99,0.01,"3,591,791.99",168060.0,21.37,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
010140,SAMSUNG HEAVY INDUSTRIES LTD,Industrials,Equity,3574137.33,0.01,"3,574,137.33",234974.0,15.21,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
SQM.B,SOCIEDAD QUIMICA Y MINERA DE CHILE,Materials,Equity,3569692.07,0.01,"3,569,692.07",44726.0,79.81,Chile,Santiago Stock Exchange,USD,927.80,CLP,-,
TELIA,TELIA COMPANY,Communication,Equity,3556506.25,0.01,"3,556,506.25",779353.0,4.56,Sweden,Nasdaq Omx Nordic,USD,9.52,SEK,-,
ALA,ALTAGAS LTD,Utilities,Equity,3557588.95,0.01,"3,557,588.95",93763.0,37.94,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
NVMI,NOVA,Information Technology,Equity,3558799.84,0.01,"3,558,799.84",9479.0,375.44,Israel,Tel Aviv Stock Exchange,USD,2.97,ILS,-,
ECHO,ECHOSTAR CLASS A,Communication,Equity,3543627.07,0.01,"3,543,627.07",40981.0,86.47,United States,NASDAQ,USD,1.00,USD,-,
BEAN,BELIMO N AG,Industrials,Equity,3542356.78,0.01,"3,542,356.78",3313.0,1069.23,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
INDIGO,INTERGLOBE AVIATION LTD,Industrials,Equity,3536207.41,0.01,"3,536,207.41",65113.0,54.31,India,National Stock Exchange Of India,USD,95.55,INR,-,
4958,ZHEN DING TECHNOLOGY HOLDING LTD,Information Technology,Equity,3538296.43,0.01,"3,538,296.43",235000.0,15.06,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
9633,NONGFU SPRING LTD H,Consumer Staples,Equity,3535152.69,0.01,"3,535,152.69",645400.0,5.48,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
1024,KUAISHOU TECHNOLOGY,Communication,Equity,3525553.74,0.01,"3,525,553.74",821100.0,4.29,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,3521545.92,0.01,"3,521,545.92",83232.0,42.31,United States,NASDAQ,USD,1.00,USD,-,
3402,TORAY INDUSTRIES,Materials,Equity,3522152.9,0.01,"3,522,152.90",439600.0,8.01,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
HAL,HINDUSTAN AERONAUTICS LTD,Industrials,Equity,3506293.72,0.01,"3,506,293.72",68384.0,51.27,India,National Stock Exchange Of India,USD,95.55,INR,-,
3665,BIZLINK HOLDING INC,Industrials,Equity,3502785.63,0.01,"3,502,785.63",54000.0,64.87,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
SMIN,SMITHS GROUP PLC,Industrials,Equity,3499352.65,0.01,"3,499,352.65",98110.0,35.67,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
KEY,KEYERA,Energy,Equity,3496503.36,0.01,"3,496,503.36",81643.0,42.83,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
9531,TOKYO GAS LTD,Utilities,Equity,3495081.6,0.01,"3,495,081.60",91600.0,38.16,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
FGR,EIFFAGE SA,Industrials,Equity,3487904.33,0.01,"3,487,904.33",27527.0,126.71,France,Nyse Euronext - Euronext Paris,USD,0.86,EUR,-,
ABG,ABSA GROUP,Financials,Equity,3485771.94,0.01,"3,485,771.94",244017.0,14.28,South Africa,Johannesburg Stock Exchange,USD,16.00,ZAR,-,
HEIO,HEINEKEN HOLDING NV,Consumer Staples,Equity,3464143.69,0.01,"3,464,143.69",44002.0,78.73,Netherlands,Euronext Amsterdam,USD,0.86,EUR,-,
329180,HD HYUNDAI HEAVY INDUSTRIES LTD,Industrials,Equity,3465254.24,0.01,"3,465,254.24",10179.0,340.43,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
CA,CARREFOUR SA,Consumer Staples,Equity,3461719.68,0.01,"3,461,719.68",190603.0,18.16,France,Nyse Euronext - Euronext Paris,USD,0.86,EUR,-,
9502,CHUBU ELECTRIC POWER INC,Utilities,Equity,3450638.34,0.01,"3,450,638.34",189800.0,18.18,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
