Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,ISIN
6702,FUJITSU,Information Technology,Equity,13113828.14,0.04,"13,113,828.14",556700.0,23.56,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
6301,KOMATSU,Industrials,Equity,13112630.55,0.04,"13,112,630.55",276300.0,47.46,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
ITUB4,ITAU UNIBANCO HOLDING PREF SA,Financials,Equity,13065000.95,0.04,"13,065,000.95",1727554.0,7.56,Brazil,XBSP,USD,5.17,BRL,-,
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,13030555.37,0.04,"13,030,555.37",172613.0,75.49,United States,NASDAQ,USD,1.00,USD,-,
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,13024840.96,0.04,"13,024,840.96",68293.0,190.72,United States,NASDAQ,USD,1.00,USD,-,
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,13004776.52,0.04,"13,004,776.52",407929.0,31.88,United States,NASDAQ,USD,1.00,USD,-,
2303,UNITED MICRO ELECTRONICS CORP,Information Technology,Equity,12990656.71,0.04,"12,990,656.71",3473000.0,3.74,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
WAT,WATERS CORP,Health Care,Equity,12978599.34,0.04,"12,978,599.34",30809.0,421.26,United States,NYSE,USD,1.00,USD,-,
WCN,WASTE CONNECTIONS,Industrials,Equity,12949383.12,0.04,"12,949,383.12",78159.0,165.68,United States,NYSE,USD,1.00,USD,-,
AIG,AMERICAN INTERNATIONAL GROUP,Financials,Equity,12893993.69,0.04,"12,893,993.69",168263.0,76.63,United States,NYSE,USD,1.00,USD,-,
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,Equity,12838425.6,0.04,"12,838,425.60",53440.0,240.24,United States,NASDAQ,USD,1.00,USD,-,
K,KINROSS GOLD CORP,Materials,Equity,12814304.41,0.04,"12,814,304.41",393907.0,32.53,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
DSV,DSV,Industrials,Equity,12789021.1,0.04,"12,789,021.10",60732.0,210.58,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.42,DKK,-,
2222,SAUDI ARABIAN OIL,Energy,Equity,12767088.96,0.04,"12,767,088.96",1836602.0,6.95,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-,
G,ASSICURAZIONI GENERALI,Financials,Equity,12761793.69,0.04,"12,761,793.69",249558.0,51.14,Italy,Borsa Italiana,USD,0.86,EUR,-,
GMG,GOODMAN GROUP UNITS,Real Estate,Equity,12750160.49,0.04,"12,750,160.49",632744.0,20.15,Australia,Asx - All Markets,USD,1.39,AUD,-,
005380,HYUNDAI MOTOR,Consumer Discretionary,Equity,12748914.96,0.04,"12,748,914.96",44224.0,288.28,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
PRY,PRYSMIAN,Industrials,Equity,12723835.44,0.04,"12,723,835.44",88394.0,143.95,Italy,Borsa Italiana,USD,0.86,EUR,-,
8750,DAIICHI LIFE GROUP,Financials,Equity,12653475.4,0.04,"12,653,475.40",1109800.0,11.4,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
5802,SUMITOMO ELECTRIC INDUSTRIES,Consumer Discretionary,Equity,12621036.28,0.04,"12,621,036.28",891700.0,14.15,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
PETR4,PETROLEO BRASILEIRO PREF SA,Energy,Equity,12614194.97,0.04,"12,614,194.97",1527322.0,8.26,Brazil,XBSP,USD,5.17,BRL,-,
PCG,PG&E CORP,Utilities,Equity,12609408.3,0.04,"12,609,408.30",702474.0,17.95,United States,NYSE,USD,1.00,USD,-,
ED,CONSOLIDATED EDISON,Utilities,Equity,12547917.59,0.04,"12,547,917.59",117611.0,106.69,United States,NYSE,USD,1.00,USD,-,
8725,MS&AD INSURANCE GROUP HOLDINGS,Financials,Equity,12474622.14,0.04,"12,474,622.14",393400.0,31.71,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
NTAP,NETAPP INC,Information Technology,Equity,12459467.84,0.04,"12,459,467.84",65356.0,190.64,United States,NASDAQ,USD,1.00,USD,-,
GALD,GALDERMA GROUP N AG,Health Care,Equity,12332379.18,0.04,"12,332,379.18",57973.0,212.73,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
DHI,D R HORTON,Consumer Discretionary,Equity,12282459.3,0.04,"12,282,459.30",84555.0,145.26,United States,NYSE,USD,1.00,USD,-,
CLS,CELESTICA,Information Technology,Equity,12270320.87,0.04,"12,270,320.87",38674.0,317.28,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
7267,HONDA MOTOR,Consumer Discretionary,Equity,12266311.51,0.04,"12,266,311.51",1175500.0,10.43,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
HIG,HARTFORD INSURANCE GROUP,Financials,Equity,12237053.4,0.04,"12,237,053.40",88803.0,137.8,United States,NYSE,USD,1.00,USD,-,
SSE,SSE PLC,Utilities,Equity,12194871.11,0.04,"12,194,871.11",377084.0,32.34,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
MBG,MERCEDES-BENZ GROUP N AG,Consumer Discretionary,Equity,12191267.64,0.04,"12,191,267.64",229591.0,53.1,Germany,Xetra,USD,0.86,EUR,-,
ODFL,OLD DOMINION FREIGHT LINE,Industrials,Equity,12172450.64,0.04,"12,172,450.64",60844.0,200.06,United States,NASDAQ,USD,1.00,USD,-,
NPN,NASPERS LIMITED CLASS N,Consumer Discretionary,Equity,12050653.76,0.04,"12,050,653.76",249575.0,48.28,South Africa,Johannesburg Stock Exchange,USD,16.00,ZAR,-,
DANSKE,DANSKE BANK,Financials,Equity,12036404.62,0.04,"12,036,404.62",209347.0,57.49,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.42,DKK,-,
6723,RENESAS ELECTRONICS CORP,Information Technology,Equity,12033241.28,0.04,"12,033,241.28",567200.0,21.22,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,12011809.6,0.04,"12,011,809.60",151856.0,79.1,United States,NYSE,USD,1.00,USD,-,
EXPE,EXPEDIA GROUP,Consumer Discretionary,Equity,12012759.64,0.04,"12,012,759.64",37667.0,318.92,United States,NASDAQ,USD,1.00,USD,-,
1303,NAN YA PLASTICS CORP,Materials,Equity,12005534.16,0.04,"12,005,534.16",1671830.0,7.18,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
SYY,SYSCO,Consumer Staples,Equity,11927464.35,0.04,"11,927,464.35",144663.0,82.45,United States,NYSE,USD,1.00,USD,-,
III,3I GROUP PLC,Financials,Equity,11918873.65,0.04,"11,918,873.65",309639.0,38.49,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
EXPN,EXPERIAN PLC,Industrials,Equity,11914741.97,0.04,"11,914,741.97",288083.0,41.36,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
FANG,DIAMONDBACK ENERGY,Energy,Equity,11865169.44,0.04,"11,865,169.44",59172.0,200.52,United States,NASDAQ,USD,1.00,USD,-,
7182,JAPAN POST BANK LTD,Financials,Equity,11849371.7,0.04,"11,849,371.70",571900.0,20.72,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
MTB,M&T BANK,Financials,Equity,11824207.2,0.04,"11,824,207.20",49540.0,238.68,United States,NYSE,USD,1.00,USD,-,
MSTR,STRATEGY INC CLASS A,Information Technology,Equity,11817636.6,0.04,"11,817,636.60",86009.0,137.4,United States,NASDAQ,USD,1.00,USD,-,
8630,SOMPO HOLDINGS,Financials,Equity,11797891.04,0.04,"11,797,891.04",274400.0,43.0,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
U11,UNITED OVERSEAS BANK LTD,Financials,Equity,11795925.43,0.04,"11,795,925.43",369000.0,31.97,Singapore,Singapore Exchange,USD,1.27,SGD,-,
KMB,KIMBERLY CLARK,Consumer Staples,Equity,11735635.86,0.04,"11,735,635.86",106707.0,109.98,United States,NASDAQ,USD,1.00,USD,-,
IRM,IRON MOUNTAIN INC,Real Estate,Equity,11737138.85,0.04,"11,737,138.85",95665.0,122.69,United States,NYSE,USD,1.00,USD,-,
ASSA B,ASSA ABLOY B,Industrials,Equity,11726308.05,0.04,"11,726,308.05",313026.0,37.46,Sweden,Nasdaq Omx Nordic,USD,9.52,SEK,-,
6762,TDK,Information Technology,Equity,11721260.98,0.04,"11,721,260.98",606900.0,19.31,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
6701,NEC,Information Technology,Equity,11653235.63,0.03,"11,653,235.63",392100.0,29.72,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
SDZ,SANDOZ GROUP AG,Health Care,Equity,11653820.51,0.03,"11,653,820.51",132803.0,87.75,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
KVUE,KENVUE,Consumer Staples,Equity,11608761.6,0.03,"11,608,761.60",604623.0,19.2,United States,NYSE,USD,1.00,USD,-,
POW,POWER CORPORATION OF CANADA,Financials,Equity,11602447.7,0.03,"11,602,447.70",174572.0,66.46,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
PRU,PRUDENTIAL PLC,Financials,Equity,11584552.51,0.03,"11,584,552.51",841542.0,13.77,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
LUMI,BANK LEUMI LE ISRAEL,Financials,Equity,11576111.82,0.03,"11,576,111.82",450269.0,25.71,Israel,Tel Aviv Stock Exchange,USD,2.97,ILS,-,
PEG,PUBLIC SERVICE ENTERPRISE GROUP,Utilities,Equity,11541702.02,0.03,"11,541,702.02",157394.0,73.33,United States,NYSE,USD,1.00,USD,-,
ALC,ALCON AG,Health Care,Equity,11522114.37,0.03,"11,522,114.37",158434.0,72.73,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
SIKA,SIKA AG,Materials,Equity,11518020.53,0.03,"11,518,020.53",48336.0,238.29,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
OTP,OTP BANK,Financials,Equity,11467256.85,0.03,"11,467,256.85",78770.0,145.58,Hungary,Budapest Stock Exchange,USD,313.37,HUF,-,
RVMD,REVOLUTION MEDICINES,Health Care,Equity,11469281.3,0.03,"11,469,281.30",51862.0,221.15,United States,NASDAQ,USD,1.00,USD,-,
ACGL,ARCH CAPITAL GROUP,Financials,Equity,11416952.28,0.03,"11,416,952.28",115603.0,98.76,United States,NASDAQ,USD,1.00,USD,-,
VMC,VULCAN MATERIALS,Materials,Equity,11416532.65,0.03,"11,416,532.65",41689.0,273.85,United States,NYSE,USD,1.00,USD,-,
WEC,WEC ENERGY GROUP,Utilities,Equity,11346027.68,0.03,"11,346,027.68",106756.0,106.28,United States,NYSE,USD,1.00,USD,-,
DOL,DOLLARAMA,Consumer Discretionary,Equity,11330334.11,0.03,"11,330,334.11",89760.0,126.23,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
TWLO,TWILIO CLASS A,Information Technology,Equity,11283369.02,0.03,"11,283,369.02",46753.0,241.34,United States,NYSE,USD,1.00,USD,-,
RKLB,ROCKET LAB CORP,Industrials,Equity,11194988.34,0.03,"11,194,988.34",165778.0,67.53,United States,NASDAQ,USD,1.00,USD,-,
NTR,NUTRIEN LTD,Materials,Equity,11182502.65,0.03,"11,182,502.65",153006.0,73.09,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
2881,FUBON FINANCIAL HOLDING,Financials,Equity,11151167.44,0.03,"11,151,167.44",2496640.0,4.47,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
IFC,INTACT FINANCIAL CORP,Financials,Equity,11133074.56,0.03,"11,133,074.56",57794.0,192.63,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
1180,THE SAUDI NATIONAL BANK,Financials,Equity,11113167.26,0.03,"11,113,167.26",961417.0,11.56,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-,
SLHN,SWISS LIFE HOLDING AG,Financials,Equity,11106995.58,0.03,"11,106,995.58",9728.0,1141.76,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
WOW,WOOLWORTHS GROUP LTD,Consumer Staples,Equity,11097051.51,0.03,"11,097,051.51",390159.0,28.44,Australia,Asx - All Markets,USD,1.39,AUD,-,
GIVN,GIVAUDAN SA,Materials,Equity,11094577.35,0.03,"11,094,577.35",2724.0,4072.9,Switzerland,SIX Swiss Exchange,USD,0.80,CHF,-,
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,11090452.39,0.03,"11,090,452.39",476409.0,23.28,Sweden,Nasdaq Omx Nordic,USD,9.52,SEK,-,
EME,EMCOR GROUP INC,Industrials,Equity,11092372.48,0.03,"11,092,372.48",14312.0,775.04,United States,NYSE,USD,1.00,USD,-,
RMD,RESMED,Health Care,Equity,11079776.96,0.03,"11,079,776.96",46996.0,235.76,United States,NYSE,USD,1.00,USD,-,
KBC,KBC GROEP,Financials,Equity,11070594.32,0.03,"11,070,594.32",72206.0,153.32,Belgium,Nyse Euronext - Euronext Brussels,USD,0.86,EUR,-,
INFY,INFOSYS,Information Technology,Equity,11051167.36,0.03,"11,051,167.36",950574.0,11.63,India,National Stock Exchange Of India,USD,95.55,INR,-,
MDB,MONGODB CLASS A,Information Technology,Equity,11037850.74,0.03,"11,037,850.74",25053.0,440.58,United States,NASDAQ,USD,1.00,USD,-,
6954,FANUC CORP,Industrials,Equity,11035109.84,0.03,"11,035,109.84",291900.0,37.8,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
2891,CTBC FINANCIAL HOLDING,Financials,Equity,10971779.47,0.03,"10,971,779.47",5448142.0,2.01,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
REP,REPSOL,Energy,Equity,10958305.59,0.03,"10,958,305.59",356826.0,30.71,Spain,Bolsa De Madrid,USD,0.86,EUR,-,
VOD,VODAFONE GROUP PLC,Communication,Equity,10869518.66,0.03,"10,869,518.66",6833980.0,1.59,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
3017,ASIA VITAL COMPONENTS,Information Technology,Equity,10859045.79,0.03,"10,859,045.79",103000.0,105.43,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,10841300.34,0.03,"10,841,300.34",643019.0,16.86,United States,NASDAQ,USD,1.00,USD,-,
9618,JD.COM CLASS A,Consumer Discretionary,Equity,10815131.85,0.03,"10,815,131.85",756326.0,14.3,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
DXCM,DEXCOM INC,Health Care,Equity,10809268.82,0.03,"10,809,268.82",121058.0,89.29,United States,NASDAQ,USD,1.00,USD,-,
ILMN,ILLUMINA INC,Health Care,Equity,10755392.53,0.03,"10,755,392.53",47237.0,227.69,United States,NASDAQ,USD,1.00,USD,-,
6367,DAIKIN INDUSTRIES LTD,Industrials,Equity,10752247.05,0.03,"10,752,247.05",82200.0,130.81,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
EQT,EQT,Energy,Equity,10680478.62,0.03,"10,680,478.62",195006.0,54.77,United States,NYSE,USD,1.00,USD,-,
ADYEN,ADYEN,Financials,Equity,10611630.23,0.03,"10,611,630.23",8440.0,1257.31,Netherlands,Euronext Amsterdam,USD,0.86,EUR,-,
6146,DISCO CORP,Information Technology,Equity,10543673.11,0.03,"10,543,673.11",28100.0,375.22,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
JBL,JABIL,Information Technology,Equity,10544293.84,0.03,"10,544,293.84",33772.0,312.22,United States,NYSE,USD,1.00,USD,-,
STLD,STEEL DYNAMICS INC,Materials,Equity,10506436.16,0.03,"10,506,436.16",44549.0,235.84,United States,NASDAQ,USD,1.00,USD,-,
CBOE,CBOE GLOBAL MARKETS,Financials,Equity,10466151.15,0.03,"10,466,151.15",33337.0,313.95,United States,Cboe BZX,USD,1.00,USD,-,
GEHC,GE HEALTHCARE TECHNOLOGIES,Health Care,Equity,10451471.04,0.03,"10,451,471.04",144198.0,72.48,United States,NASDAQ,USD,1.00,USD,-,
ALNY,ALNYLAM PHARMACEUTICALS,Health Care,Equity,10413844.32,0.03,"10,413,844.32",44022.0,236.56,United States,NASDAQ,USD,1.00,USD,-,
ZTS,ZOETIS INC CLASS A,Health Care,Equity,10391320.28,0.03,"10,391,320.28",138514.0,75.02,United States,NYSE,USD,1.00,USD,-,
STMPA,STMICROELECTRONICS,Information Technology,Equity,10387238.86,0.03,"10,387,238.86",204638.0,50.76,France,Nyse Euronext - Euronext Paris,USD,0.86,EUR,-,
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,10378200.32,0.03,"10,378,200.32",147128.0,70.54,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
WTW,WILLIS TOWERS WATSON,Financials,Equity,10379602.28,0.03,"10,379,602.28",30566.0,339.58,United States,NASDAQ,USD,1.00,USD,-,
CCI,CROWN CASTLE INC,Real Estate,Equity,10375673.61,0.03,"10,375,673.61",138287.0,75.03,United States,NYSE,USD,1.00,USD,-,
SWED A,SWEDBANK,Financials,Equity,10366069.88,0.03,"10,366,069.88",264407.0,39.2,Sweden,Nasdaq Omx Nordic,USD,9.52,SEK,-,
2345,ACCTON TECHNOLOGY,Information Technology,Equity,10357475.42,0.03,"10,357,475.42",157000.0,65.97,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
VWS,VESTAS WIND SYSTEMS,Industrials,Equity,10300387.01,0.03,"10,300,387.01",305064.0,33.76,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.42,DKK,-,
NTRS,NORTHERN TRUST,Financials,Equity,10292535.12,0.03,"10,292,535.12",55256.0,186.27,United States,NASDAQ,USD,1.00,USD,-,
MLM,MARTIN MARIETTA MATERIALS,Materials,Equity,10273146.65,0.03,"10,273,146.65",19435.0,528.59,United States,NYSE,USD,1.00,USD,-,
4568,DAIICHI SANKYO LTD,Health Care,Equity,10254575.7,0.03,"10,254,575.70",566000.0,18.12,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
CNC,CENTENE CORP,Health Care,Equity,10174755.52,0.03,"10,174,755.52",155744.0,65.33,United States,NYSE,USD,1.00,USD,-,
P,EVERPURE INC CLASS A,Information Technology,Equity,10167634.2,0.03,"10,167,634.20",102455.0,99.24,United States,NYSE,USD,1.00,USD,-,
9432,NTT,Communication,Equity,10152388.15,0.03,"10,152,388.15",9616400.0,1.06,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
BIIB,BIOGEN,Health Care,Equity,10148465.5,0.03,"10,148,465.50",45817.0,221.5,United States,NASDAQ,USD,1.00,USD,-,
SUNB,SUNBELT RENTALS HOLDINGS INC,Industrials,Equity,10119068.99,0.03,"10,119,068.99",138994.0,72.8,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
M&M,MAHINDRA AND MAHINDRA LTD,Consumer Discretionary,Equity,10110701.99,0.03,"10,110,701.99",290102.0,34.85,India,National Stock Exchange Of India,USD,95.55,INR,-,
CCL,CARNIVAL CORP LTD,Consumer Discretionary,Equity,10082594.4,0.03,"10,082,594.40",404112.0,24.95,United States,NYSE,USD,1.00,USD,-,
UCB,UCB SA,Health Care,Equity,10082699.66,0.03,"10,082,699.66",39016.0,258.43,Belgium,Nyse Euronext - Euronext Brussels,USD,0.86,EUR,-,
MT,ARCELORMITTAL SA,Materials,Equity,10076486.75,0.03,"10,076,486.75",135404.0,74.42,France,Euronext Amsterdam,USD,0.86,EUR,-,
POLI,BANK HAPOALIM BM,Financials,Equity,10058524.35,0.03,"10,058,524.35",383791.0,26.21,Israel,Tel Aviv Stock Exchange,USD,2.97,ILS,-,
8308,RESONA HOLDINGS,Financials,Equity,10016095.91,0.03,"10,016,095.91",653600.0,15.32,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
IR,INGERSOLL RAND INC,Industrials,Equity,9999260.37,0.03,"9,999,260.37",126621.0,78.97,United States,NYSE,USD,1.00,USD,-,
4578,OTSUKA HOLDINGS,Health Care,Equity,9999648.51,0.03,"9,999,648.51",130800.0,76.45,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
KR,KROGER,Consumer Staples,Equity,9990247.19,0.03,"9,990,247.19",175483.0,56.93,United States,NYSE,USD,1.00,USD,-,
PETR3,PETROLEO BRASILEIRO SA PETROBRAS,Energy,Equity,9945486.04,0.03,"9,945,486.04",1086856.0,9.15,Brazil,XBSP,USD,5.17,BRL,-,
992,LENOVO GROUP,Information Technology,Equity,9945577.47,0.03,"9,945,577.47",2538000.0,3.92,China,Hong Kong Exchanges And Clearing Ltd,USD,7.84,HKD,-,
055550,SHINHAN FINANCIAL GROUP,Financials,Equity,9933142.11,0.03,"9,933,142.11",126045.0,78.81,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
ARES,ARES MANAGEMENT CLASS A,Financials,Equity,9891941.01,0.03,"9,891,941.01",69461.0,142.41,United States,NYSE,USD,1.00,USD,-,
AD,KONINKLIJKE AHOLD DELHAIZE,Consumer Staples,Equity,9884459.58,0.03,"9,884,459.58",277730.0,35.59,Netherlands,Euronext Amsterdam,USD,0.86,EUR,-,
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,9851844.88,0.03,"9,851,844.88",5987.0,1645.54,Canada,Toronto Stock Exchange,USD,1.39,CAD,-,
FTI,TECHNIPFMC PLC,Energy,Equity,9827879.04,0.03,"9,827,879.04",128772.0,76.32,United States,NYSE,USD,1.00,USD,-,
8015,TOYOTA TSUSHO,Industrials,Equity,9823719.56,0.03,"9,823,719.56",207300.0,47.39,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
EXR,EXTRA SPACE STORAGE REIT,Real Estate,Equity,9817669.24,0.03,"9,817,669.24",68756.0,142.79,United States,NYSE,USD,1.00,USD,-,
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,9818252.18,0.03,"9,818,252.18",139901.0,70.18,United States,NYSE,USD,1.00,USD,-,
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Equity,9765313.11,0.03,"9,765,313.11",976904.0,10.0,Australia,Asx - All Markets,USD,1.39,AUD,-,
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,9729457.92,0.03,"9,729,457.92",52416.0,185.62,United States,NASDAQ,USD,1.00,USD,-,
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CLA,Information Technology,Equity,9722252.32,0.03,"9,722,252.32",152482.0,63.76,United States,NASDAQ,USD,1.00,USD,-,
DNB,DNB BANK,Financials,Equity,9708153.09,0.03,"9,708,153.09",288167.0,33.69,Norway,Oslo Bors Asa,USD,9.34,NOK,-,
CBK,COMMERZBANK AG,Financials,Equity,9688441.05,0.03,"9,688,441.05",208918.0,46.37,Germany,Xetra,USD,0.86,EUR,-,
RJF,RAYMOND JAMES,Financials,Equity,9681999.47,0.03,"9,681,999.47",54977.0,176.11,United States,NYSE,USD,1.00,USD,-,
ADS,ADIDAS N AG,Consumer Discretionary,Equity,9670471.2,0.03,"9,670,471.20",54237.0,178.3,Germany,Xetra,USD,0.86,EUR,-,
AEE,AMEREN,Utilities,Equity,9656605.0,0.03,"9,656,605.00",90460.0,106.75,United States,NYSE,USD,1.00,USD,-,
CPRT,COPART INC,Industrials,Equity,9615813.48,0.03,"9,615,813.48",293523.0,32.76,United States,NASDAQ,USD,1.00,USD,-,
086790,HANA FINANCIAL GROUP,Financials,Equity,9602149.21,0.03,"9,602,149.21",99227.0,96.77,Korea (South),Korea Exchange (Stock Market),USD,"1,380.60",KRW,-,
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,9567443.6,0.03,"9,567,443.60",127907.0,74.8,United States,NASDAQ,USD,1.00,USD,-,
ORA,ORANGE SA,Communication,Equity,9467273.07,0.03,"9,467,273.07",538358.0,17.59,France,Nyse Euronext - Euronext Paris,USD,0.86,EUR,"Jan 01, 1998",
FER,FERROVIAL NV,Industrials,Equity,9445563.63,0.03,"9,445,563.63",160098.0,59.0,Spain,Bolsa De Madrid,USD,0.86,EUR,-,
LYV,LIVE NATION ENTERTAINMENT,Communication,Equity,9438620.64,0.03,"9,438,620.64",52251.0,180.64,United States,NYSE,USD,1.00,USD,-,
DTE,DTE ENERGY,Utilities,Equity,9414320.24,0.03,"9,414,320.24",69101.0,136.24,United States,NYSE,USD,1.00,USD,-,
2882,CATHAY FINANCIAL HOLDING,Financials,Equity,9399774.62,0.03,"9,399,774.62",2905264.0,3.24,Taiwan,Taiwan Stock Exchange,USD,31.68,TWD,-,
MTD,METTLER TOLEDO,Health Care,Equity,9396002.68,0.03,"9,396,002.68",6676.0,1407.43,United States,NYSE,USD,1.00,USD,-,
HAL,HALLIBURTON,Energy,Equity,9351579.51,0.03,"9,351,579.51",263499.0,35.49,United States,NYSE,USD,1.00,USD,-,
4062,IBIDEN LTD,Information Technology,Equity,9336291.74,0.03,"9,336,291.74",72400.0,128.95,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
GFNORTEO,GPO FINANCE BANORTE,Financials,Equity,9337777.39,0.03,"9,337,777.39",828801.0,11.27,Mexico,Bolsa Mexicana De Valores,USD,16.97,MXN,-,
8604,NOMURA HOLDINGS,Financials,Equity,9327926.81,0.03,"9,327,926.81",922200.0,10.11,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
2802,AJINOMOTO,Consumer Staples,Equity,9316500.13,0.03,"9,316,500.13",272800.0,34.15,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
AV.,AVIVA PLC,Financials,Equity,9311657.08,0.03,"9,311,657.08",949533.0,9.81,United Kingdom,London Stock Exchange,USD,0.74,GBP,-,
EQNR,EQUINOR,Energy,Equity,9284562.47,0.03,"9,284,562.47",225714.0,41.13,Norway,Oslo Bors Asa,USD,9.34,NOK,-,
OKTA,OKTA CLASS A,Information Technology,Equity,9177544.07,0.03,"9,177,544.07",53077.0,172.91,United States,NASDAQ,USD,1.00,USD,-,
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,9172010.7,0.03,"9,172,010.70",12015.0,763.38,United States,NASDAQ,USD,1.00,USD,-,
SYF,SYNCHRONY FINANCIAL,Financials,Equity,9168610.44,0.03,"9,168,610.44",114708.0,79.93,United States,NYSE,USD,1.00,USD,-,
AMS,AMADEUS IT GROUP,Consumer Discretionary,Equity,9140095.24,0.03,"9,140,095.24",134850.0,67.78,Spain,Bolsa De Madrid,USD,0.86,EUR,-,
KFH,KUWAIT FINANCE HOUSE,Financials,Equity,9097445.11,0.03,"9,097,445.11",3629575.0,2.51,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-,
FSR,FIRSTRAND LTD,Financials,Equity,9089555.74,0.03,"9,089,555.74",1533811.0,5.93,South Africa,Johannesburg Stock Exchange,USD,16.00,ZAR,-,
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,9074006.4,0.03,"9,074,006.40",208100.0,43.6,Japan,Tokyo Stock Exchange,USD,159.32,JPY,-,
LH,LABCORP HOLDINGS,Health Care,Equity,9039464.4,0.03,"9,039,464.40",26860.0,336.54,United States,NYSE,USD,1.00,USD,-,
PKO,POWSZECHNA KASA OSZCZEDNOSCI BANK,Financials,Equity,9037000.11,0.03,"9,037,000.11",299418.0,30.18,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.72,PLN,-,
ABN,ABN AMRO BANK NV,Financials,Equity,9028074.44,0.03,"9,028,074.44",189723.0,47.59,Netherlands,Euronext Amsterdam,USD,0.86,EUR,-,
