date,area_code,cli,long_rate,short_rate,curve_spread,pmi,pmi_source,area
2008-11-01,USA,,,,1.93,,,미국
2008-12-01,USA,,,,1.49,,,미국
2009-01-01,USA,,,,1.93,,,미국
2009-02-01,USA,,,,2.02,,,미국
2009-03-01,USA,,,,1.9,,,미국
2009-04-01,USA,,,,2.25,,,미국
2009-05-01,USA,,,,2.55,,,미국
2009-06-01,USA,,,,2.42,,,미국
2009-07-01,USA,,,,2.39,,,미국
2009-08-01,USA,,,,2.43,,,미국
2009-09-01,USA,,,,2.36,,,미국
2009-10-01,USA,,,,2.51,,,미국
2009-11-01,USA,,,,2.54,,,미국
2009-12-01,USA,,,,2.71,,,미국
2010-01-01,USA,,,,2.81,,,미국
2010-02-01,USA,,,,2.8,,,미국
2010-03-01,USA,,,,2.82,,,미국
2010-04-01,USA,,,,2.72,,,미국
2010-05-01,USA,,,,2.55,,,미국
2010-06-01,USA,,,,2.36,,,미국
2010-07-01,USA,,,,2.39,,,미국
2010-08-01,USA,,,,2.0,,,미국
2010-09-01,USA,,,,2.11,,,미국
2010-10-01,USA,,,,2.29,,,미국
2010-11-01,USA,,,,2.36,,,미국
2010-12-01,USA,,,,2.69,,,미국
2011-01-01,USA,,,,2.84,,,미국
2011-02-01,USA,,,,2.73,,,미국
2011-03-01,USA,,,,2.67,,,미국
2011-04-01,USA,,,,2.71,,,미국
2011-05-01,USA,,,,2.6,,,미국
2011-06-01,USA,,,,2.73,,,미국
2011-07-01,USA,,,,2.46,,,미국
2011-08-01,USA,,,,2.03,,,미국
2011-09-01,USA,,,,1.67,,,미국
2011-10-01,USA,,,,1.92,,,미국
2011-11-01,USA,,,,1.83,,,미국
2011-12-01,USA,,,,1.64,,,미국
2012-01-01,USA,,,,1.61,,,미국
2012-02-01,USA,,,,1.68,,,미국
2012-03-01,USA,,,,1.9,,,미국
2012-04-01,USA,,,,1.68,,,미국
2012-05-01,USA,,,,1.32,,,미국
2012-06-01,USA,,,,1.34,,,미국
2012-07-01,USA,,,,1.28,,,미국
2012-08-01,USA,,,,1.35,,,미국
2012-09-01,USA,,,,1.42,,,미국
2012-10-01,USA,,,,1.42,,,미국
2012-11-01,USA,,,,1.37,,,미국
2012-12-01,USA,,,,1.53,,,미국
2013-01-01,USA,,,,1.75,,,미국
2013-02-01,USA,,,,1.64,,,미국
2013-03-01,USA,,,,1.62,,,미국
2013-04-01,USA,,,,1.48,,,미국
2013-05-01,USA,,,,1.86,,,미국
2013-06-01,USA,,,,2.16,,,미국
2013-07-01,USA,,,,2.29,,,미국
2013-08-01,USA,,,,2.39,,,미국
2013-09-01,USA,,,,2.31,,,미국
2013-10-01,USA,,,,2.26,,,미국
2013-11-01,USA,,,,2.47,,,미국
2013-12-01,USA,,,,2.66,,,미국
2014-01-01,USA,,,,2.33,,,미국
2014-02-01,USA,,,,2.33,,,미국
2014-03-01,USA,,,,2.29,,,미국
2014-04-01,USA,,,,2.25,,,미국
2014-05-01,USA,,,,2.11,,,미국
2014-06-01,USA,,,,2.06,,,미국
2014-07-01,USA,,,,2.05,,,미국
2014-08-01,USA,,,,1.87,,,미국
2014-09-01,USA,,,,1.94,,,미국
2014-10-01,USA,,,,1.85,,,미국
2014-11-01,USA,,,,1.71,,,미국
2014-12-01,USA,,,,1.5,,,미국
2015-01-01,USA,,,,1.21,,,미국
2015-02-01,USA,,,,1.37,,,미국
2015-03-01,USA,,,,1.38,,,미국
2015-04-01,USA,,,,1.47,,,미국
2015-05-01,USA,,,,1.51,,,미국
2015-06-01,USA,,,,1.71,,,미국
2015-07-01,USA,,,,1.53,,,미국
2015-08-01,USA,,,,1.47,,,미국
2015-09-01,USA,,,,1.42,,,미국
2015-10-01,USA,,,,1.41,,,미국
2015-11-01,USA,,,,1.27,,,미국
2015-12-01,USA,,,,1.21,,,미국
2016-01-01,USA,,,,1.18,,,미국
2016-02-01,USA,,,,0.96,,,미국
2016-03-01,USA,,,,1.05,,,미국
2016-04-01,USA,,,,1.06,,,미국
2016-05-01,USA,,,,0.97,,,미국
2016-06-01,USA,,,,0.91,,,미국
2016-07-01,USA,,,,0.79,,,미국
2016-08-01,USA,,,,0.78,,,미국
2016-09-01,USA,,,,0.83,,,미국
2016-10-01,USA,,,,0.98,,,미국
2016-11-01,USA,,,,1.26,,,미국
2016-12-01,USA,,,,1.25,,,미국
2017-01-01,USA,,,,1.26,,,미국
2017-02-01,USA,,,,1.14,,,미국
2017-03-01,USA,,,,1.13,,,미국
2017-04-01,USA,,,,1.01,,,미국
2017-05-01,USA,,,,0.93,,,미국
2017-06-01,USA,,,,0.93,,,미국
2017-07-01,USA,,,,0.96,,,미국
2017-08-01,USA,,,,0.79,,,미국
2017-09-01,USA,,,,0.86,,,미국
2017-10-01,USA,,,,0.78,,,미국
2017-11-01,USA,,,,0.64,,,미국
2017-12-01,USA,,,,0.51,,,미국
2018-01-01,USA,,,,0.58,,,미국
2018-02-01,USA,,,,0.62,,,미국
2018-03-01,USA,,,,0.47,,,미국
2018-04-01,USA,,,,0.46,,,미국
2018-05-01,USA,,,,0.43,,,미국
2018-06-01,USA,,,,0.33,,,미국
2018-07-01,USA,,,,0.29,,,미국
2018-08-01,USA,,,,0.24,,,미국
2018-09-01,USA,,,,0.24,,,미국
2018-10-01,USA,,,,0.28,,,미국
2018-11-01,USA,,,,0.21,,,미국
2018-12-01,USA,,,,0.21,,,미국
2019-01-01,USA,,,,0.18,,,미국
2019-02-01,USA,,,,0.21,,,미국
2019-03-01,USA,,,,0.14,,,미국
2019-04-01,USA,,,,0.24,,,미국
2019-05-01,USA,,,,0.19,,,미국
2019-06-01,USA,,,,0.25,,,미국
2019-07-01,USA,,,,0.13,,,미국
2019-08-01,USA,,,,0.0,,,미국
2019-09-01,USA,,,,0.05,,,미국
2019-10-01,USA,,,,0.17,,,미국
2019-11-01,USA,,,,0.17,,,미국
2019-12-01,USA,,,,0.34,,,미국
2020-01-01,USA,,,,0.18,,,미국
2020-02-01,USA,,,,0.27,,,미국
2020-03-01,USA,,,,0.47,,,미국
2020-04-01,USA,,,,0.44,,,미국
2020-05-01,USA,,,,0.49,,,미국
2020-06-01,USA,,,,0.5,,,미국
2020-07-01,USA,,,,0.44,,,미국
2020-08-01,USA,,,,0.58,,,미국
2020-09-01,USA,,,,0.56,,,미국
2020-10-01,USA,,,,0.74,,,미국
2020-11-01,USA,,,,0.68,,,미국
2020-12-01,USA,,,,0.8,,,미국
2021-01-01,USA,,,,1.0,,,미국
2021-02-01,USA,,,,1.3,,,미국
2021-03-01,USA,,,,1.58,,,미국
2021-04-01,USA,,,,1.49,,,미국
2021-05-01,USA,,,,1.44,,,미국
2021-06-01,USA,,,,1.2,,,미국
2021-07-01,USA,,,,1.05,,,미국
2021-08-01,USA,,,,1.1,,,미국
2021-09-01,USA,,,,1.24,,,미국
2021-10-01,USA,,,,1.07,,,미국
2021-11-01,USA,,,,0.91,,,미국
2021-12-01,USA,,,,0.79,,,미국
2022-01-01,USA,,,,0.61,,,미국
2022-02-01,USA,,,,0.39,,,미국
2022-03-01,USA,,,,0.04,,,미국
2022-04-01,USA,,,,0.19,,,미국
2022-05-01,USA,,,,0.32,,,미국
2022-06-01,USA,,,,0.06,,,미국
2022-07-01,USA,,,,-0.22,,,미국
2022-08-01,USA,,,,-0.3,,,미국
2022-09-01,USA,,,,-0.39,,,미국
2022-10-01,USA,,,,-0.41,,,미국
2022-11-01,USA,,,,-0.7,,,미국
2022-12-01,USA,,,,-0.53,,,미국
2023-01-01,USA,,,,-0.69,,,미국
2023-02-01,USA,,,,-0.89,,,미국
2023-03-01,USA,,,,-0.58,,,미국
2023-04-01,USA,,,,-0.6,,,미국
2023-05-01,USA,,,,-0.76,,,미국
2023-06-01,USA,,,,-1.06,,,미국
2023-07-01,USA,,,,-0.91,,,미국
2023-08-01,USA,,,,-0.76,,,미국
2023-09-01,USA,,,,-0.44,,,미국
2023-10-01,USA,,,,-0.19,,,미국
2023-11-01,USA,,,,-0.36,,,미국
2023-12-01,USA,,,,-0.35,,,미국
2024-01-01,USA,,,,-0.28,,,미국
2024-02-01,USA,,,,-0.39,,,미국
2024-03-01,USA,,,,-0.39,,,미국
2024-04-01,USA,,,,-0.35,,,미국
2024-05-01,USA,,,,-0.38,,,미국
2024-06-01,USA,,,,-0.35,,,미국
2024-07-01,USA,,,,-0.2,,,미국
2024-08-01,USA,,,,0.0,,,미국
2024-09-01,USA,,,,0.15,,,미국
2024-10-01,USA,,,,0.12,,,미국
2024-11-01,USA,,,,0.05,,,미국
2024-12-01,USA,,,,0.33,,,미국
2025-01-01,USA,,,,0.36,,,미국
2025-02-01,USA,,,,0.25,,,미국
2025-03-01,USA,,,,0.34,,,미국
2025-04-01,USA,,,,0.57,,,미국
2025-05-01,USA,,,,0.52,,,미국
2025-06-01,USA,,,,0.52,,,미국
2025-07-01,USA,,,,0.43,,,미국
2025-08-01,USA,,,,0.64,,,미국
2025-09-01,USA,,,,0.56,,,미국
2025-10-01,USA,,,,0.51,,,미국
2025-11-01,USA,,,,0.55,,,미국
2025-12-01,USA,,,,0.71,,,미국
2026-01-01,USA,,,,0.74,,,미국
2026-02-01,USA,,,,0.59,,,미국
2026-03-01,USA,,,,0.51,,,미국
2026-04-01,USA,,,,0.52,,,미국
2026-05-01,USA,,,,0.47,,,미국
2026-06-01,USA,,,,0.3,,,미국
2026-07-01,USA,,,,0.47,53.9,Trading Economics public headline table; underlying survey provider varies,미국
2026-08-01,USA,,,,0.41,53.9,Trading Economics public headline table; underlying survey provider varies,미국
2026-09-01,USA,,,,0.36,57.0,Trading Economics public headline table; underlying survey provider varies,미국
