date,ticker,sector,benchmark,excess_21,freq_21,magnitude_21,excess_63,freq_63,magnitude_63,excess_126,freq_126,magnitude_126,rank_21,rank_63,rank_126
2026-02-06,XLK,technology,SPY,-0.038360559867691824,0.5714285714285714,-0.0017535789377984463,-0.06428407784641144,0.5238095238095238,-0.0009577655018736161,-0.023530378142258224,0.5476190476190477,-0.00011501528176053076,11.0,11.0,7.0
2026-02-06,XLF,financials,SPY,-0.02578438054629606,0.5238095238095238,-0.0012208912166212465,0.012907607124285514,0.5238095238095238,0.00021293394203741084,-0.035146808507372285,0.5079365079365079,-0.0002454937523025814,10.0,7.0,8.0
2026-02-06,XLI,industrials,SPY,0.08787970516301558,0.8095238095238095,0.004030666470445207,0.11203265145476315,0.6190476190476191,0.0016708495640200792,0.059207200562833906,0.5396825396825397,0.0004300670602575525,4.0,4.0,4.0
2026-02-06,XLE,energy,SPY,0.17841654581390798,0.7142857142857143,0.007898850260175687,0.20638500311164143,0.6031746031746031,0.0029884947388035907,0.18503045222115277,0.5476190476190477,0.0012844581057730505,1.0,1.0,1.0
2026-02-06,XLB,materials,SPY,0.1019622148053152,0.7142857142857143,0.004673280471235338,0.19285465643448885,0.6349206349206349,0.0027798161200987786,0.0849332165116119,0.5238095238095238,0.0006181604317507012,3.0,2.0,3.0
2026-02-06,XLY,consumer_discretionary,SPY,-0.02557769048934222,0.42857142857142855,-0.0012010475139649394,-0.04139029410235662,0.4444444444444444,-0.000624839836837783,-0.038267057080729305,0.4365079365079365,-0.00024736519341562064,9.0,10.0,9.0
2026-02-06,XLP,consumer_staples,SPY,0.14623391572396227,0.6190476190476191,0.006513003621679191,0.14505324379515883,0.5396825396825397,0.0021106035784440344,-0.013301435744676793,0.4365079365079365,-9.385337927284418e-05,2.0,3.0,6.0
2026-02-06,XLV,health_care,SPY,-0.01372157780617278,0.3333333333333333,-0.000647773616670492,0.06508078097605696,0.5079365079365079,0.0009951155283639123,0.1346974364948641,0.5238095238095238,0.0009321820603343637,8.0,5.0,2.0
2026-02-06,XLU,utilities,SPY,0.033839470982818476,0.6666666666666666,0.0015799501894364738,-0.039144223991016136,0.5555555555555556,-0.0006121189338688104,-0.08255491928110481,0.49206349206349204,-0.000614022076419257,6.0,9.0,11.0
2026-02-06,XLRE,real_estate,SPY,0.04458056023872681,0.6190476190476191,0.002088325060869798,0.01485320118197353,0.5079365079365079,0.00023094355972078667,-0.07014434442061068,0.4603174603174603,-0.0005169648996480058,5.0,6.0,10.0
2026-02-06,XLC,communication_services,SPY,-0.012866835429500734,0.42857142857142855,-0.0006033243093599374,0.0016788065184312195,0.5238095238095238,2.778770376050712e-05,-0.012170716885275379,0.5158730158730159,-8.338484179754377e-05,7.0,8.0,5.0
2026-02-09,XLK,technology,SPY,-0.012609565787214727,0.6190476190476191,-0.0004947673419171234,-0.04532974657129296,0.5396825396825397,-0.0006359449299036456,-0.014175228591824851,0.5476190476190477,-4.58312627848139e-05,8.0,10.0,6.0
2026-02-09,XLF,financials,SPY,-0.041501981555740475,0.47619047619047616,-0.00198449567853174,-0.005536293838083628,0.5079365079365079,-7.018400037172077e-05,-0.04796105360756919,0.5,-0.00034283882731069314,10.0,8.0,9.0
2026-02-09,XLI,industrials,SPY,0.07803338586816055,0.7619047619047619,0.003579754629123416,0.1039172928567027,0.6031746031746031,0.00153487412975255,0.06500414494136741,0.5396825396825397,0.000471199459156256,4.0,4.0,4.0
2026-02-09,XLE,energy,SPY,0.1458701355866201,0.7142857142857143,0.0065148555215255415,0.1873961051754358,0.6031746031746031,0.002703570960209255,0.18945446218602613,0.5555555555555556,0.0013154191841252443,1.0,2.0,1.0
2026-02-09,XLB,materials,SPY,0.0920869715840884,0.7142857142857143,0.004221736295648397,0.19868687981594557,0.6349206349206349,0.0028176676881116872,0.09760091314158004,0.5317460317460317,0.0007052890614563423,3.0,1.0,3.0
2026-02-09,XLY,consumer_discretionary,SPY,-0.05012623425489182,0.38095238095238093,-0.002408680585187453,-0.03800383758511794,0.4444444444444444,-0.0005641067478344238,-0.04081805026081575,0.4365079365079365,-0.0002671982273440336,11.0,9.0,8.0
2026-02-09,XLP,consumer_staples,SPY,0.10817050459962019,0.5714285714285714,0.004871276442992969,0.1274335100916284,0.5238095238095238,0.001842777085987998,-0.01949117996341254,0.4365079365079365,-0.00013942378066289683,2.0,3.0,7.0
2026-02-09,XLV,health_care,SPY,-0.017822982880904448,0.3333333333333333,-0.0008425984930591319,0.037360219915268056,0.49206349206349204,0.0005778648894780241,0.11627138032937578,0.5158730158730159,0.0008151048495858192,9.0,5.0,2.0
2026-02-09,XLU,utilities,SPY,0.02904526316599454,0.6190476190476191,0.0013518273623502356,-0.04791826558195178,0.5396825396825397,-0.0007416866673891243,-0.07188856124790743,0.49206349206349204,-0.0005326735136445681,6.0,11.0,11.0
2026-02-09,XLRE,real_estate,SPY,0.038318385197347204,0.6190476190476191,0.001792843270629991,0.010329598285401698,0.5079365079365079,0.0001599497310797105,-0.05200288571881573,0.46825396825396826,-0.0003793224245316879,5.0,6.0,10.0
2026-02-09,XLC,communication_services,SPY,-0.011546595151151418,0.42857142857142855,-0.0005356552011737602,0.004897722686748596,0.5238095238095238,7.726629578026183e-05,-0.002084390713301021,0.5238095238095238,-9.614029748876143e-06,7.0,7.0,5.0
2026-02-10,XLK,technology,SPY,-0.021822601979869627,0.5714285714285714,-0.0009505789603717142,-0.043687858035130644,0.5396825396825397,-0.0006121475117186924,-0.012157954093581669,0.5476190476190477,-3.11664828868042e-05,9.0,11.0,6.0
2026-02-10,XLF,financials,SPY,-0.036307669761496575,0.47619047619047616,-0.0017434784603511137,-0.016434690153229736,0.49206349206349204,-0.00023952355236912825,-0.05440884537158919,0.49206349206349204,-0.0003919263797137103,10.0,8.0,11.0
2026-02-10,XLI,industrials,SPY,0.07679212454152673,0.7619047619047619,0.0035545714554207127,0.1035353093157354,0.6031746031746031,0.001534568176102465,0.07091705368485224,0.5476190476190477,0.0005118105414245777,4.0,4.0,4.0
2026-02-10,XLE,energy,SPY,0.15087048450581853,0.7619047619047619,0.0067793316881054,0.17241571486709462,0.6031746031746031,0.002514921373059309,0.19909925376359627,0.5634920634920635,0.0013753191690928906,1.0,2.0,1.0
2026-02-10,XLB,materials,SPY,0.09916261535061033,0.7142857142857143,0.004566522196200949,0.20484142260959537,0.6349206349206349,0.002906291742361908,0.11775842161864514,0.5396825396825397,0.0008395205733475935,3.0,1.0,2.0
2026-02-10,XLY,consumer_discretionary,SPY,-0.04606111898509979,0.38095238095238093,-0.0022294328641562326,-0.029189268623213138,0.4444444444444444,-0.0004262371881532015,-0.03584115276620614,0.4365079365079365,-0.0002298717391341759,11.0,9.0,9.0
2026-02-10,XLP,consumer_staples,SPY,0.10249408530988424,0.5238095238095238,0.004667542919349412,0.11064203182636612,0.5079365079365079,0.0016163701224405482,-0.021301898412632525,0.42857142857142855,-0.00015287088653778483,2.0,3.0,7.0
