date,metric_code,metric,group,value,unit,source_series
1981-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.5,% annualized,H8B1020NCBCMG
1981-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.5,% annualized,H8B1020NCBCMG
1981-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.1,% annualized,H8B1020NCBCMG
1981-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1017419.0,$mn SAAR,BCNSDODNS
1981-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.2,% annualized,H8B1020NCBCMG
1981-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.1,% annualized,H8B1020NCBCMG
1981-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.3,% annualized,H8B1020NCBCMG
1981-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1041690.0,$mn SAAR,BCNSDODNS
1981-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.6,% annualized,H8B1020NCBCMG
1981-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-12.0,% annualized,H8B1020NCBCMG
1982-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.5,% annualized,H8B1020NCBCMG
1982-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1070947.0,$mn SAAR,BCNSDODNS
1982-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.2,% annualized,H8B1020NCBCMG
1982-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.5,% annualized,H8B1020NCBCMG
1982-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.3,% annualized,H8B1020NCBCMG
1982-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1101141.0,$mn SAAR,BCNSDODNS
1982-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.0,% annualized,H8B1020NCBCMG
1982-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.0,% annualized,H8B1020NCBCMG
1982-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.2,% annualized,H8B1020NCBCMG
1982-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1127930.0,$mn SAAR,BCNSDODNS
1982-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.8,% annualized,H8B1020NCBCMG
1982-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.8,% annualized,H8B1020NCBCMG
1982-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.2,% annualized,H8B1020NCBCMG
1982-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1133060.0,$mn SAAR,BCNSDODNS
1982-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-1.8,% annualized,H8B1020NCBCMG
1982-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.1,% annualized,H8B1020NCBCMG
1983-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.0,% annualized,H8B1020NCBCMG
1983-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1164624.0,$mn SAAR,BCNSDODNS
1983-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.0,% annualized,H8B1020NCBCMG
1983-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.7,% annualized,H8B1020NCBCMG
1983-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.7,% annualized,H8B1020NCBCMG
1983-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1188301.0,$mn SAAR,BCNSDODNS
1983-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.1,% annualized,H8B1020NCBCMG
1983-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.2,% annualized,H8B1020NCBCMG
1983-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.1,% annualized,H8B1020NCBCMG
1983-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1220561.0,$mn SAAR,BCNSDODNS
1983-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.8,% annualized,H8B1020NCBCMG
1983-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.5,% annualized,H8B1020NCBCMG
1983-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.5,% annualized,H8B1020NCBCMG
1983-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1250208.0,$mn SAAR,BCNSDODNS
1983-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.4,% annualized,H8B1020NCBCMG
1983-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.5,% annualized,H8B1020NCBCMG
1984-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.7,% annualized,H8B1020NCBCMG
1984-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1298722.0,$mn SAAR,BCNSDODNS
1984-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.1,% annualized,H8B1020NCBCMG
1984-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.0,% annualized,H8B1020NCBCMG
1984-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.6,% annualized,H8B1020NCBCMG
1984-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1356792.0,$mn SAAR,BCNSDODNS
1984-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.2,% annualized,H8B1020NCBCMG
1984-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.4,% annualized,H8B1020NCBCMG
1984-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.7,% annualized,H8B1020NCBCMG
1984-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1404956.0,$mn SAAR,BCNSDODNS
1984-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.9,% annualized,H8B1020NCBCMG
1984-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.5,% annualized,H8B1020NCBCMG
1984-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.4,% annualized,H8B1020NCBCMG
1984-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1463098.0,$mn SAAR,BCNSDODNS
1984-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.1,% annualized,H8B1020NCBCMG
1984-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.5,% annualized,H8B1020NCBCMG
1985-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.6,% annualized,H8B1020NCBCMG
1985-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.28,%,CORBLACBS
1985-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1494791.0,$mn SAAR,BCNSDODNS
1985-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.7,% annualized,H8B1020NCBCMG
1985-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.4,% annualized,H8B1020NCBCMG
1985-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-4.4,% annualized,H8B1020NCBCMG
1985-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.2,%,CORBLACBS
1985-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1534690.0,$mn SAAR,BCNSDODNS
1985-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.1,% annualized,H8B1020NCBCMG
1985-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.7,% annualized,H8B1020NCBCMG
1985-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.3,% annualized,H8B1020NCBCMG
1985-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.42,%,CORBLACBS
1985-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1578046.0,$mn SAAR,BCNSDODNS
1985-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.9,% annualized,H8B1020NCBCMG
1985-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.4,% annualized,H8B1020NCBCMG
1985-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.2,% annualized,H8B1020NCBCMG
1985-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.45,%,CORBLACBS
1985-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1645088.0,$mn SAAR,BCNSDODNS
1985-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.9,% annualized,H8B1020NCBCMG
1985-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.9,% annualized,H8B1020NCBCMG
1986-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.9,% annualized,H8B1020NCBCMG
1986-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.46,%,CORBLACBS
1986-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1689872.0,$mn SAAR,BCNSDODNS
1986-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.8,% annualized,H8B1020NCBCMG
1986-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.8,% annualized,H8B1020NCBCMG
1986-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.3,% annualized,H8B1020NCBCMG
1986-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.47,%,CORBLACBS
1986-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1744363.0,$mn SAAR,BCNSDODNS
1986-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.2,% annualized,H8B1020NCBCMG
1986-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.8,% annualized,H8B1020NCBCMG
1986-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.6,% annualized,H8B1020NCBCMG
1986-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.56,%,CORBLACBS
1986-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1804994.0,$mn SAAR,BCNSDODNS
1986-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.3,% annualized,H8B1020NCBCMG
1986-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.6,% annualized,H8B1020NCBCMG
1986-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.6,% annualized,H8B1020NCBCMG
1986-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.48,%,CORBLACBS
1986-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1874981.0,$mn SAAR,BCNSDODNS
1986-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.5,% annualized,H8B1020NCBCMG
1986-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,23.3,% annualized,H8B1020NCBCMG
1987-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.5,% annualized,H8B1020NCBCMG
1987-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.27,%,CORBLACBS
1987-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1919802.0,$mn SAAR,BCNSDODNS
1987-01-01,delinquency,Business Loan Delinquency Rate,신용손실,6.75,%,DRBLACBS
1987-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.5,% annualized,H8B1020NCBCMG
1987-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.8,% annualized,H8B1020NCBCMG
1987-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.3,% annualized,H8B1020NCBCMG
1987-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.2,%,CORBLACBS
1987-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,1961382.0,$mn SAAR,BCNSDODNS
1987-04-01,delinquency,Business Loan Delinquency Rate,신용손실,6.75,%,DRBLACBS
1987-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.3,% annualized,H8B1020NCBCMG
1987-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.8,% annualized,H8B1020NCBCMG
1987-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.5,% annualized,H8B1020NCBCMG
1987-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.11,%,CORBLACBS
1987-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2014688.0,$mn SAAR,BCNSDODNS
1987-07-01,delinquency,Business Loan Delinquency Rate,신용손실,6.4,%,DRBLACBS
1987-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.1,% annualized,H8B1020NCBCMG
1987-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.7,% annualized,H8B1020NCBCMG
1987-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.3,% annualized,H8B1020NCBCMG
1987-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.15,%,CORBLACBS
1987-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2071514.0,$mn SAAR,BCNSDODNS
1987-10-01,delinquency,Business Loan Delinquency Rate,신용손실,6.23,%,DRBLACBS
1987-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.0,% annualized,H8B1020NCBCMG
1987-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.7,% annualized,H8B1020NCBCMG
1988-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.9,% annualized,H8B1020NCBCMG
1988-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.18,%,CORBLACBS
1988-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2121675.0,$mn SAAR,BCNSDODNS
1988-01-01,delinquency,Business Loan Delinquency Rate,신용손실,5.85,%,DRBLACBS
1988-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.2,% annualized,H8B1020NCBCMG
1988-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.1,% annualized,H8B1020NCBCMG
1988-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.0,% annualized,H8B1020NCBCMG
1988-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.35,%,CORBLACBS
1988-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2177149.0,$mn SAAR,BCNSDODNS
1988-04-01,delinquency,Business Loan Delinquency Rate,신용손실,5.46,%,DRBLACBS
1988-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.5,% annualized,H8B1020NCBCMG
1988-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.8,% annualized,H8B1020NCBCMG
1988-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.8,% annualized,H8B1020NCBCMG
1988-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.04,%,CORBLACBS
1988-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2218830.0,$mn SAAR,BCNSDODNS
1988-07-01,delinquency,Business Loan Delinquency Rate,신용손실,5.4,%,DRBLACBS
1988-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.9,% annualized,H8B1020NCBCMG
1988-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.4,% annualized,H8B1020NCBCMG
1988-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.9,% annualized,H8B1020NCBCMG
1988-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.94,%,CORBLACBS
1988-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2289762.0,$mn SAAR,BCNSDODNS
1988-10-01,delinquency,Business Loan Delinquency Rate,신용손실,5.0,%,DRBLACBS
1988-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.6,% annualized,H8B1020NCBCMG
1988-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.5,% annualized,H8B1020NCBCMG
1989-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.0,% annualized,H8B1020NCBCMG
1989-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.92,%,CORBLACBS
1989-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2344385.0,$mn SAAR,BCNSDODNS
1989-01-01,delinquency,Business Loan Delinquency Rate,신용손실,5.25,%,DRBLACBS
1989-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.2,% annualized,H8B1020NCBCMG
1989-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.3,% annualized,H8B1020NCBCMG
1989-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.7,% annualized,H8B1020NCBCMG
1989-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.89,%,CORBLACBS
1989-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2403860.0,$mn SAAR,BCNSDODNS
1989-04-01,delinquency,Business Loan Delinquency Rate,신용손실,5.18,%,DRBLACBS
1989-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.4,% annualized,H8B1020NCBCMG
1989-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.6,% annualized,H8B1020NCBCMG
1989-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.2,% annualized,H8B1020NCBCMG
1989-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.91,%,CORBLACBS
1989-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2432747.0,$mn SAAR,BCNSDODNS
1989-07-01,delinquency,Business Loan Delinquency Rate,신용손실,5.2,%,DRBLACBS
1989-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.5,% annualized,H8B1020NCBCMG
1989-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.5,% annualized,H8B1020NCBCMG
1989-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.9,% annualized,H8B1020NCBCMG
1989-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.41,%,CORBLACBS
1989-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2482035.0,$mn SAAR,BCNSDODNS
1989-10-01,delinquency,Business Loan Delinquency Rate,신용손실,5.15,%,DRBLACBS
1989-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.9,% annualized,H8B1020NCBCMG
1989-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.4,% annualized,H8B1020NCBCMG
1990-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.3,% annualized,H8B1020NCBCMG
1990-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.41,%,CORBLACBS
1990-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2529951.0,$mn SAAR,BCNSDODNS
1990-01-01,delinquency,Business Loan Delinquency Rate,신용손실,5.17,%,DRBLACBS
1990-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.8,% annualized,H8B1020NCBCMG
1990-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.2,% annualized,H8B1020NCBCMG
1990-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.4,% annualized,H8B1020NCBCMG
1990-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.43,%,CORBLACBS
1990-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2566832.0,$mn SAAR,BCNSDODNS
1990-04-01,delinquency,Business Loan Delinquency Rate,신용손실,5.35,%,DRBLACBS
1990-04-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,54.4,%,DRTSCILM
1990-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.7,% annualized,H8B1020NCBCMG
1990-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.8,% annualized,H8B1020NCBCMG
1990-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.0,% annualized,H8B1020NCBCMG
1990-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.28,%,CORBLACBS
1990-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2593249.0,$mn SAAR,BCNSDODNS
1990-07-01,delinquency,Business Loan Delinquency Rate,신용손실,5.46,%,DRBLACBS
1990-07-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,46.7,%,DRTSCILM
1990-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.6,% annualized,H8B1020NCBCMG
1990-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.1,% annualized,H8B1020NCBCMG
1990-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.2,% annualized,H8B1020NCBCMG
1990-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.3,%,CORBLACBS
1990-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2613894.0,$mn SAAR,BCNSDODNS
1990-10-01,delinquency,Business Loan Delinquency Rate,신용손실,6.27,%,DRBLACBS
1990-10-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,54.2,%,DRTSCILM
1990-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.5,% annualized,H8B1020NCBCMG
1990-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.4,% annualized,H8B1020NCBCMG
1991-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-2.6,% annualized,H8B1020NCBCMG
1991-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.48,%,CORBLACBS
1991-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2595754.0,$mn SAAR,BCNSDODNS
1991-01-01,delinquency,Business Loan Delinquency Rate,신용손실,6.29,%,DRBLACBS
1991-01-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,38.6,%,DRTSCILM
1991-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.1,% annualized,H8B1020NCBCMG
1991-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.0,% annualized,H8B1020NCBCMG
1991-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-0.3,% annualized,H8B1020NCBCMG
1991-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.86,%,CORBLACBS
1991-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2595735.0,$mn SAAR,BCNSDODNS
1991-04-01,delinquency,Business Loan Delinquency Rate,신용손실,6.41,%,DRBLACBS
1991-04-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,20.0,%,DRTSCILM
1991-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-0.4,% annualized,H8B1020NCBCMG
1991-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-1.3,% annualized,H8B1020NCBCMG
1991-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-4.9,% annualized,H8B1020NCBCMG
1991-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.97,%,CORBLACBS
1991-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2581301.0,$mn SAAR,BCNSDODNS
1991-07-01,delinquency,Business Loan Delinquency Rate,신용손실,6.22,%,DRBLACBS
1991-07-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,18.6,%,DRTSCILM
1991-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-3.8,% annualized,H8B1020NCBCMG
1991-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.5,% annualized,H8B1020NCBCMG
1991-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.5,% annualized,H8B1020NCBCMG
1991-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.83,%,CORBLACBS
1991-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2556446.0,$mn SAAR,BCNSDODNS
1991-10-01,delinquency,Business Loan Delinquency Rate,신용손실,6.03,%,DRBLACBS
1991-10-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,16.7,%,DRTSCILM
1991-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.2,% annualized,H8B1020NCBCMG
1991-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.3,% annualized,H8B1020NCBCMG
1992-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1992-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.95,%,CORBLACBS
1992-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2564386.0,$mn SAAR,BCNSDODNS
1992-01-01,delinquency,Business Loan Delinquency Rate,신용손실,5.76,%,DRBLACBS
1992-01-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,10.0,%,DRTSCILM
1992-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1992-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.1,% annualized,H8B1020NCBCMG
1992-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-0.1,% annualized,H8B1020NCBCMG
1992-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.32,%,CORBLACBS
1992-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2564493.0,$mn SAAR,BCNSDODNS
1992-04-01,delinquency,Business Loan Delinquency Rate,신용손실,5.49,%,DRBLACBS
1992-04-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,3.5,%,DRTSCILM
1992-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-0.9,% annualized,H8B1020NCBCMG
1992-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-1.9,% annualized,H8B1020NCBCMG
1992-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-1.6,% annualized,H8B1020NCBCMG
1992-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.43,%,CORBLACBS
1992-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2575089.0,$mn SAAR,BCNSDODNS
1992-07-01,delinquency,Business Loan Delinquency Rate,신용손실,5.25,%,DRBLACBS
1992-07-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,-3.4,%,DRTSCILM
1992-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.1,% annualized,H8B1020NCBCMG
1992-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.4,% annualized,H8B1020NCBCMG
1992-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.4,% annualized,H8B1020NCBCMG
1992-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,1.03,%,CORBLACBS
1992-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,2574349.0,$mn SAAR,BCNSDODNS
1992-10-01,delinquency,Business Loan Delinquency Rate,신용손실,4.76,%,DRBLACBS
1992-10-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,5.2,%,DRTSCILM
1992-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.4,% annualized,H8B1020NCBCMG
1992-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.4,% annualized,H8B1020NCBCMG
1993-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.2,% annualized,H8B1020NCBCMG
1993-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.94,%,CORBLACBS
