as_of,universe,sector,sector_ko,n_sample,n_valid_12m,sector_weight_pct,valid_weight_pct,coverage_of_sector_weight,median_change_3m,weighted_change_3m,pct_increasing_3m,pct_decreasing_3m,net_breadth_3m,median_change_6m,weighted_change_6m,pct_increasing_6m,pct_decreasing_6m,net_breadth_6m,median_change_12m,weighted_change_12m,pct_increasing_12m,pct_decreasing_12m,net_breadth_12m,signal
2026-08-30,US,Utilities,유틸리티,12,12,2.0200000000000005,1.2600000000000002,0.6237623762376238,0.0004801149928318,0.0014537243220788,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0098423581975626,0.0132960291132998,0.5,0.0833333333333333,0.4166666666666667,0.0192367208986731,0.0331955480494882,0.6666666666666666,0.1666666666666666,0.5,공급 증가
2026-09-18,EX_US,Communication,커뮤니케이션,10,8,1.57,0.7200000000000001,0.4585987261146497,-0.00040402451263604755,-0.002602526868023187,0.125,0.25,-0.125,-0.00658426623128594,-0.007279118974247673,0.1111111111111111,0.2222222222222222,-0.1111111111111111,-0.014102735210964445,-0.009030333825789,0.125,0.5,-0.375,중립
2026-09-18,EX_US,Consumer Discretionary,경기소비재,10,9,2.71,0.9600000000000001,0.3542435424354244,-0.00010307795911657092,-0.008798674408241475,0.1,0.1,0.0,-0.00043562234506677733,-0.01124806173561521,0.1111111111111111,0.2222222222222222,-0.1111111111111111,-0.008168130507207993,-0.01448092960930402,0.1111111111111111,0.3333333333333333,-0.2222222222222222,완만한 공급 감소
2026-09-18,EX_US,Consumer Staples,필수소비재,10,9,1.7200000000000002,0.6200000000000001,0.3604651162790698,-0.0016756136517798725,-0.001446746906737388,0.1,0.1,0.0,-0.007838230615789421,-0.007657756047729645,0.1,0.4,-0.30000000000000004,-0.018267456675988614,-0.015794925108367195,0.0,0.6666666666666666,-0.6666666666666666,완만한 공급 감소
2026-09-18,EX_US,Energy,에너지,10,6,1.7300000000000002,0.7200000000000001,0.4161849710982659,7.38962224744455e-11,0.0051226244801691094,0.2222222222222222,0.3333333333333333,-0.1111111111111111,0.0005078511223086668,0.0012649474965709818,0.3333333333333333,0.4444444444444444,-0.1111111111111111,-0.006099010868334476,-0.006038622340899256,0.3333333333333333,0.5,-0.16666666666666669,중립
2026-09-18,EX_US,Financials,금융,10,9,8.920000000000002,1.9199999999999997,0.21524663677130038,-0.0042449050629746465,-0.008267738505272302,0.1,0.3,-0.19999999999999998,-0.0073309012219667236,-0.009479542627261464,0.0,0.4,-0.4,-0.01835072906409818,-0.02034367670055459,0.0,0.7777777777777778,-0.7777777777777778,공급 감소
2026-09-18,EX_US,Health Care,헬스케어,10,7,2.4200000000000004,0.8200000000000001,0.33884297520661155,0.0,-2.028834736759172e-05,0.1111111111111111,0.0,0.1111111111111111,-0.0007581275704142687,-0.005794483867281963,0.125,0.375,-0.25,-0.009088483993944463,-0.031013448216255644,0.2857142857142857,0.42857142857142855,-0.14285714285714285,완만한 공급 감소
2026-09-18,EX_US,Industrials,산업재,10,7,5.0,1.08,0.21600000000000003,-0.002348444377354042,0.0017930741728659542,0.1111111111111111,0.1111111111111111,0.0,-0.0037707303526798297,0.0008482777897463372,0.1111111111111111,0.1111111111111111,0.0,-0.018315816276627372,-0.015016193457703903,0.0,0.7142857142857143,-0.7142857142857143,완만한 공급 감소
2026-09-18,EX_US,Information Technology,기술,10,7,7.25,1.5700000000000003,0.21655172413793108,-0.007001119908445097,-0.002065095959029917,0.1,0.4,-0.30000000000000004,-0.007516703584871387,0.0022352932916269953,0.1,0.3,-0.19999999999999998,-0.012852281067265436,-0.03280170558886781,0.0,0.7142857142857143,-0.7142857142857143,공급 감소
2026-09-18,EX_US,Materials,소재,10,9,2.4100000000000006,0.8500000000000001,0.3526970954356846,0.000291729969586374,-0.002380735668364099,0.1,0.3,-0.19999999999999998,0.00034651493036319536,-0.005555273742358183,0.0,0.3,-0.3,0.0007138437673521736,-0.0064670717350050234,0.0,0.3333333333333333,-0.3333333333333333,중립
2026-09-18,EX_US,Real Estate,부동산,9,8,0.4,0.15000000000000002,0.37500000000000006,7.495914195332354e-05,-0.0006644045300248262,0.0,0.0,0.0,0.00022399426829688984,-0.0013899553809204209,0.0,0.2222222222222222,-0.2222222222222222,0.0007781292430925069,-0.0037782299945272007,0.125,0.25,-0.125,중립
2026-09-18,EX_US,Utilities,유틸리티,10,9,0.98,0.4600000000000001,0.4693877551020409,0.0,0.005041195740458722,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0007918143377354525,0.008872580393478146,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.014495631453534497,0.014170216898053362,0.5555555555555556,0.1111111111111111,0.4444444444444445,완만한 공급 증가
2026-09-18,GLOBAL,Communication,커뮤니케이션,10,9,7.999999999999999,6.250000000000001,0.7812500000000002,-0.002911968306392787,0.005195573159768119,0.2,0.3,-0.09999999999999998,-0.008056306785133971,0.004773288170719862,0.2,0.5,-0.3,-0.014596804322252632,0.0028704724406619898,0.2222222222222222,0.5555555555555556,-0.33333333333333337,중립
2026-09-18,GLOBAL,Consumer Discretionary,경기소비재,10,10,8.36,4.73,0.5657894736842106,-0.003141026406265457,0.009296413360717707,0.2,0.2,0.0,-0.00762871007336563,0.03982840217984021,0.2,0.4,-0.2,-0.008261758531228847,0.04907773784009933,0.3,0.4,-0.10000000000000003,완만한 공급 증가
2026-09-18,GLOBAL,Consumer Staples,필수소비재,10,8,4.49,1.93,0.4298440979955456,-0.0013938590608953971,-0.001653641743974677,0.0,0.0,0.0,-0.005461115250042392,-0.003872473658210175,0.0,0.1,-0.1,-0.007224536107696522,-0.0064568619788258385,0.0,0.375,-0.375,중립
2026-09-18,GLOBAL,Energy,에너지,10,9,4.040000000000001,2.0700000000000003,0.5123762376237623,-0.007124213047795647,-0.006634187873947001,0.1111111111111111,0.3333333333333333,-0.2222222222222222,-0.018881264443549428,-0.0173872153009486,0.2222222222222222,0.6666666666666666,-0.4444444444444444,-0.035228026190320505,-0.032093102686914815,0.1111111111111111,0.7777777777777778,-0.6666666666666667,공급 감소
2026-09-18,GLOBAL,Financials,금융,10,9,16.390000000000004,3.6799999999999997,0.22452715070164728,-0.008248634227538187,-0.008961158851617412,0.0,0.4444444444444444,-0.4444444444444444,-0.023537813051354828,-0.023400527245145176,0.0,0.7777777777777778,-0.7777777777777778,-0.03290841518750731,-0.03287559101223898,0.0,0.8888888888888888,-0.8888888888888888,공급 감소
2026-09-18,GLOBAL,Health Care,헬스케어,10,9,8.38,3.5800000000000005,0.4272076372315036,-0.0004650404207461323,-0.0013732402948879714,0.0,0.1,-0.1,-0.005259989344338245,-0.005482819984566889,0.0,0.3333333333333333,-0.3333333333333333,-0.006677457515349761,-0.011843169765457837,0.0,0.4444444444444444,-0.4444444444444444,완만한 공급 감소
2026-09-18,GLOBAL,Industrials,산업재,10,9,10.270000000000001,2.02,0.19668938656280427,0.00025753283543661354,-0.001210294173541359,0.1111111111111111,0.1111111111111111,0.0,-0.0037707303526798297,-0.00930810126581987,0.0,0.3333333333333333,-0.3333333333333333,-0.007411193457705134,-0.012980595115443007,0.0,0.4444444444444444,-0.4444444444444444,완만한 공급 감소
2026-09-18,GLOBAL,Information Technology,기술,10,7,31.56,17.13,0.5427756653992395,-0.0001974478366401633,-0.0020134229282479043,0.1,0.2,-0.1,0.001356873386102686,-0.002024144797648435,0.1,0.1,0.0,-0.0009410872796413727,-0.0178614252094206,0.14285714285714285,0.42857142857142855,-0.2857142857142857,완만한 공급 감소
2026-09-18,GLOBAL,Materials,소재,10,10,3.5600000000000005,1.1800000000000002,0.33146067415730335,-0.0005034455620054334,-0.00270768783315371,0.1,0.3,-0.19999999999999998,-0.0026636864440705565,-0.010325734084712478,0.0,0.4,-0.4,-0.004088032785314999,-0.012056595458034829,0.0,0.4,-0.4,완만한 공급 감소
2026-09-18,GLOBAL,Real Estate,부동산,10,9,1.4500000000000002,0.7300000000000001,0.503448275862069,0.014719155980799092,0.018169548228760525,0.5555555555555556,0.1111111111111111,0.4444444444444445,0.023110275206245978,0.014049618778861055,0.5555555555555556,0.2222222222222222,0.33333333333333337,0.023996643089875924,0.02302217204765756,0.5555555555555556,0.2222222222222222,0.33333333333333337,공급 증가
