as_of,pair_id,numerator,denominator,leader_21,rs_return_21,freq_21,magnitude_21,upday_freq_21,upday_magnitude_21,downday_freq_21,downday_magnitude_21,leader_63,rs_return_63,freq_63,magnitude_63,upday_freq_63,upday_magnitude_63,downday_freq_63,downday_magnitude_63,leader_126,rs_return_126,freq_126,magnitude_126,upday_freq_126,upday_magnitude_126,downday_freq_126,downday_magnitude_126,change_state
2026-09-25,growth_value,IWF,IWD,Growth,0.060918322709250905,0.6666666666666666,0.002849022085055896,0.7619047619047619,0.005132156200974085,0.42857142857142855,-0.0019273874020933638,Growth,0.01915859186190194,0.5396825396825397,0.000358119825797973,0.6507936507936508,0.003907599414433286,0.2857142857142857,-0.0046046604153193865,Growth,0.003551324234444264,0.49206349206349204,7.552017349802195e-05,0.6349206349206349,0.0028171916389819066,0.2857142857142857,-0.004332048910984151,STABLE
2026-09-25,large_small,IWB,IWM,Large,0.0639656490314715,0.7142857142857143,0.002942103255266607,0.5714285714285714,0.001515253791429588,0.6190476190476191,0.0017202818187678057,Large,0.11900744920406803,0.6349206349206349,0.0017768052747814335,0.4603174603174603,-0.0006894610346364794,0.6507936507936508,0.0013701253925771505,Large,0.043753916992651076,0.5476190476190477,0.00031381348576750876,0.42857142857142855,-0.001334576348101523,0.6349206349206349,0.0014486203699387843,STABLE
2026-09-25,cap_equal,SPY,RSP,Cap-weight,0.057996677232379,0.8095238095238095,0.002687957405782754,0.6190476190476191,0.002284427638760863,0.5714285714285714,0.000554044627315913,Cap-weight,0.0527583182620881,0.5714285714285714,0.0008222029202992269,0.6666666666666666,0.002536173416403652,0.36507936507936506,-0.001767149530000581,Cap-weight,0.07950332173748142,0.5396825396825397,0.000617810321592014,0.6349206349206349,0.0018565540991085307,0.38095238095238093,-0.0017129535663818253,STABLE
2026-09-25,small_value_large_growth,IWN,IWF,Large Growth,-0.07939612967235343,0.3333333333333333,-0.003964251889930447,0.19047619047619047,-0.005634745680310083,0.47619047619047616,0.0003845670998976216,Large Growth,-0.08805838836228619,0.38095238095238093,-0.0015139637856105934,0.38095238095238093,-0.003082373657799833,0.5714285714285714,0.0029279040834759708,Large Growth,-0.05129421038730686,0.4603174603174603,-0.0004502181647093754,0.4365079365079365,-0.0014954659292002212,0.5714285714285714,0.00258038216730605,STABLE
2026-09-25,us_developed_ex_us,VTI,VEA,US,0.0240410864198064,0.47619047619047616,0.0011104852815901635,0.42857142857142855,9.527530787260356e-05,0.5238095238095238,0.0007410902346527362,US,0.02722998951786515,0.49206349206349204,0.0004051301019436533,0.5079365079365079,-0.0010344374717864637,0.5714285714285714,0.0020189464970699965,US,0.03183387274883165,0.5158730158730159,0.00021020361481136635,0.4603174603174603,-0.0008827195643895404,0.49206349206349204,0.0004434984190738663,STABLE
2026-09-25,developed_em,VEA,VWO,Emerging,-0.013232915769517017,0.42857142857142855,-0.0006267686728701905,0.5714285714285714,-0.00017678338393382963,0.38095238095238093,-0.0005998994103392113,Emerging,-0.008038327917846755,0.5079365079365079,-0.0001255659322850872,0.49206349206349204,3.776541573443366e-05,0.5396825396825397,1.600332603142749e-06,Developed,0.014780557551081097,0.5079365079365079,0.0001211490324706649,0.5238095238095238,0.00043993703661953065,0.49206349206349204,1.545548204923935e-05,CONFIRMED
2026-09-25,cyclical_defensive,CYCLICAL,DEFENSIVE,Cyclical,0.0013306166528510577,0.5714285714285714,6.118497281521967e-05,0.5238095238095238,0.0021594103740548514,0.6190476190476191,-0.0005352312005640966,Cyclical,0.049334008604560387,0.5714285714285714,0.0007497592227124556,0.6507936507936508,0.003405652043785785,0.42857142857142855,-0.0028729640973749783,Cyclical,0.030826336222678163,0.5317460317460317,0.00022899824227973038,0.7063492063492064,0.003414583797015227,0.373015873015873,-0.0030817899689742976,STABLE
