as_of,spy_drawdown_from_ath,days_since_last_ath,spy_above_200dma,spy_return_21,spy_return_63,spy_return_126,spy_return_252,mechanical_state,warning
2026-09-18,-0.020812981873528535,36,True,-0.009583121135651074,0.02002037175260818,0.16056049003540318,0.16831472665739833,ADVANCE / NEAR-BULL CONTEXT,Mechanical context only. Do not relabel style underperformance as a separate style bear market.
