as_of,credit_state,sloos_tightening,sloos_qoq_change,sloos_state,sloos_period,bank_loan_growth,bank_loan_growth_mom,bank_loan_state,bank_loan_period,corp_debt_level_mn,corp_debt_yoy,corp_debt_state,corp_debt_period,hy_oas,hy_oas_1m_change,hy_oas_5y_percentile,hy_oas_state,hy_oas_period,chargeoff_rate,chargeoff_yoy_change,chargeoff_state,chargeoff_period,delinquency_rate,delinquency_yoy_change,delinquency_state,delinquency_period,source_note,errors
2026-09-17,신용 확장 확인,0.0,-8.1,대출기준 완화,2026-07,8.8,5.000000000000001,신용 증가 가속,2026-08,15698562.0,5.428507417339845,신용 증가,2026-04,2.7,0.0,0.11308767471410419,스프레드 안정,2026-09-17,0.58,0.0,부실 안정,2026-04,1.27,-0.020000000000000018,부실 안정,2026-04,"Federal Reserve/FRED: SLOOS, H.8, Z.1, ICE BofA HY OAS, bank charge-off/delinquency",
