date,ticker,gics_sector,sector_ko,window,breadth_vs_spy_pct,breadth_vs_sector_pct,median_excess_vs_spy,median_excess_vs_sector,dispersion_std,n_valid,n_sector_members,coverage,survivorship_note
2026-01-30,XLE,Energy,에너지,21,0.9523809523809523,0.2857142857142857,0.09328991546584176,-0.03494420845132584,0.059010081273190275,21,21,1.0,Uses current S&P 500 constituents
2026-01-30,XLE,Energy,에너지,63,0.9523809523809523,0.47619047619047616,0.15564084444122028,-0.004706217956991665,0.09588526429534651,21,21,1.0,Uses current S&P 500 constituents
2026-01-30,XLE,Energy,에너지,126,0.6190476190476191,0.42857142857142855,0.03980412885153517,-0.04995907936522537,0.14949745144612187,21,21,1.0,Uses current S&P 500 constituents
2026-01-30,XLE,Energy,에너지,252,0.5714285714285714,0.5238095238095238,0.015199968018947185,0.002258780470296484,0.16130680673312967,21,21,1.0,Uses current S&P 500 constituents
2026-01-30,XLB,Materials,소재,21,0.96,0.48,0.06461367592052003,-0.005577570998141601,0.05956440250319325,25,25,1.0,Uses current S&P 500 constituents
2026-01-30,XLB,Materials,소재,63,0.92,0.32,0.09565805227479185,-0.028762891383898204,0.16864768912333605,25,25,1.0,Uses current S&P 500 constituents
2026-01-30,XLB,Materials,소재,126,0.44,0.36,-0.018123626805848003,-0.0514689978070777,0.35921559090317295,25,25,1.0,Uses current S&P 500 constituents
2026-01-30,XLB,Materials,소재,252,0.28,0.32,-0.11953763050618904,-0.09055981939550284,0.4483478539096588,25,25,1.0,Uses current S&P 500 constituents
2026-01-30,XLY,Consumer Discretionary,경기소비재,21,0.574468085106383,0.574468085106383,0.014596628221076324,0.015086398178624894,0.07612653381459705,47,47,1.0,Uses current S&P 500 constituents
2026-01-30,XLY,Consumer Discretionary,경기소비재,63,0.6382978723404256,0.6170212765957447,0.03845329526696961,0.03274361905485512,0.1232725996639798,47,47,1.0,Uses current S&P 500 constituents
2026-01-30,XLY,Consumer Discretionary,경기소비재,126,0.3617021276595745,0.3617021276595745,-0.0729904361733631,-0.07049561868128107,0.164726840978805,47,47,1.0,Uses current S&P 500 constituents
2026-01-30,XLY,Consumer Discretionary,경기소비재,252,0.3829787234042553,0.6170212765957447,-0.06190681590563307,0.042967871108368305,0.2842041561111622,47,47,1.0,Uses current S&P 500 constituents
2026-01-30,XLP,Consumer Staples,필수소비재,21,0.7647058823529411,0.47058823529411764,0.05944915522665084,-0.0019173371174870946,0.06899396848388135,34,34,1.0,Uses current S&P 500 constituents
2026-01-30,XLP,Consumer Staples,필수소비재,63,0.8529411764705882,0.5882352941176471,0.1109654343022588,0.021360485959324604,0.11237199805444438,34,34,1.0,Uses current S&P 500 constituents
2026-01-30,XLP,Consumer Staples,필수소비재,126,0.3235294117647059,0.4411764705882353,-0.06658156718708841,-0.027943932006252004,0.1620994265332441,34,34,1.0,Uses current S&P 500 constituents
2026-01-30,XLP,Consumer Staples,필수소비재,252,0.4117647058823529,0.4117647058823529,-0.12176532088920644,-0.045099553937072656,0.303474769619115,34,34,1.0,Uses current S&P 500 constituents
2026-01-30,XLV,Health Care,헬스케어,21,0.4915254237288136,0.5084745762711864,-0.0025297821625684946,0.010727718612947967,0.0932809704744195,59,59,1.0,Uses current S&P 500 constituents
2026-01-30,XLV,Health Care,헬스케어,63,0.6610169491525424,0.4576271186440678,0.05855241682425927,-0.011119457899786633,0.17487039624485035,59,59,1.0,Uses current S&P 500 constituents
2026-01-30,XLV,Health Care,헬스케어,126,0.6779661016949152,0.4406779661016949,0.0692386830972278,-0.026616358148850994,0.1959572022184306,59,59,1.0,Uses current S&P 500 constituents
2026-01-30,XLV,Health Care,헬스케어,252,0.3050847457627119,0.4067796610169492,-0.1350579953876776,-0.05276351575335858,0.26241317495657296,59,59,1.0,Uses current S&P 500 constituents
2026-01-30,XLU,Utilities,유틸리티,21,0.7741935483870968,0.7741935483870968,0.01798574322200608,0.018454959110066227,0.05214787703104044,31,31,1.0,Uses current S&P 500 constituents
2026-01-30,XLU,Utilities,유틸리티,63,0.3870967741935484,0.7419354838709677,-0.013225768460349507,0.029174919847059,0.08421707623988661,31,31,1.0,Uses current S&P 500 constituents
2026-01-30,XLU,Utilities,유틸리티,126,0.1935483870967742,0.6774193548387096,-0.05362167020366426,0.023307831972418702,0.10047906046373005,31,31,1.0,Uses current S&P 500 constituents
2026-01-30,XLU,Utilities,유틸리티,252,0.5806451612903226,0.5806451612903226,0.00948751146462845,0.01342433383253705,0.11481239473183577,31,31,1.0,Uses current S&P 500 constituents
2026-01-30,XLRE,Real Estate,부동산,21,0.5666666666666667,0.4666666666666667,0.008120074651537634,-0.0020964199353351587,0.0509069218954224,30,30,1.0,Uses current S&P 500 constituents
2026-01-30,XLRE,Real Estate,부동산,63,0.5666666666666667,0.5,0.02256005008381179,0.0018706683967318893,0.07356731726601794,30,30,1.0,Uses current S&P 500 constituents
2026-01-30,XLRE,Real Estate,부동산,126,0.23333333333333334,0.4666666666666667,-0.08320615984690494,-0.0013135433838264987,0.1368617283589573,30,30,1.0,Uses current S&P 500 constituents
2026-01-30,XLRE,Real Estate,부동산,252,0.16666666666666666,0.3,-0.17720888866327206,-0.05994468547641579,0.15551744668678846,30,30,1.0,Uses current S&P 500 constituents
2026-01-30,XLC,Communication Services,커뮤니케이션서비스,21,0.4166666666666667,0.375,-0.021762679605628388,-0.02967546927462339,0.11084114420071373,24,24,1.0,Uses current S&P 500 constituents
2026-01-30,XLC,Communication Services,커뮤니케이션서비스,63,0.5833333333333334,0.4583333333333333,0.022462123023516578,-0.003834307418636995,0.21129952146453976,24,24,1.0,Uses current S&P 500 constituents
2026-01-30,XLC,Communication Services,커뮤니케이션서비스,126,0.375,0.3333333333333333,-0.114101352520521,-0.13856185418986433,0.6075052888791288,24,24,1.0,Uses current S&P 500 constituents
2026-01-30,XLC,Communication Services,커뮤니케이션서비스,252,0.375,0.3333333333333333,-0.11903241747466475,-0.1488139695180858,0.7725351139133176,24,24,1.0,Uses current S&P 500 constituents
2026-02-02,XLK,Information Technology,기술,21,0.4657534246575342,0.4794520547945205,-0.02145253070944564,-0.010630239280032483,0.279220056675133,73,73,1.0,Uses current S&P 500 constituents
2026-02-02,XLK,Information Technology,기술,63,0.4246575342465753,0.4794520547945205,-0.060500675451906516,-0.003169955625785814,0.4138289088021925,73,73,1.0,Uses current S&P 500 constituents
2026-02-02,XLK,Information Technology,기술,126,0.4305555555555556,0.4027777777777778,-0.061655716567006635,-0.07000307964024177,1.9013459954190182,72,73,0.9863013698630136,Uses current S&P 500 constituents
2026-02-02,XLK,Information Technology,기술,252,0.43661971830985913,0.38028169014084506,-0.05708148147697223,-0.1533418524313379,1.0415258929161861,71,73,0.9726027397260274,Uses current S&P 500 constituents
2026-02-02,XLF,Financials,금융,21,0.3815789473684211,0.6052631578947368,-0.022131026532014986,0.011162430352506691,0.075608420900682,76,76,1.0,Uses current S&P 500 constituents
2026-02-02,XLF,Financials,금융,63,0.6578947368421053,0.6447368421052632,0.0479403661181943,0.035802114816647856,0.13018190554016576,76,76,1.0,Uses current S&P 500 constituents
2026-02-02,XLF,Financials,금융,126,0.3684210526315789,0.5394736842105263,-0.053389974921598915,0.013237970276843924,0.1850421624558242,76,76,1.0,Uses current S&P 500 constituents
2026-02-02,XLF,Financials,금융,252,0.39473684210526316,0.5394736842105263,-0.0887928628357928,0.015885868798332092,0.25523801067282054,76,76,1.0,Uses current S&P 500 constituents
2026-02-02,XLI,Industrials,산업재,21,0.7160493827160493,0.5061728395061729,0.06331581007264853,0.003095667178771855,0.09065269641988732,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-02,XLI,Industrials,산업재,63,0.7037037037037037,0.5185185185185185,0.06549323845637445,0.004719443357855013,0.1505800731808029,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-02,XLI,Industrials,산업재,126,0.5185185185185185,0.5061728395061729,0.009351594082887216,0.007017200322475992,0.23874046121585749,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-02,XLI,Industrials,산업재,252,0.4444444444444444,0.3950617283950617,-0.024473524606905883,-0.08053444381410535,0.36145296938362625,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-02,XLE,Energy,에너지,21,0.9523809523809523,0.2857142857142857,0.06802418304600577,-0.03162978071027456,0.06755897130811643,21,21,1.0,Uses current S&P 500 constituents
2026-02-02,XLE,Energy,에너지,63,0.9523809523809523,0.5238095238095238,0.133399089429995,0.005455447841239636,0.10041346946574502,21,21,1.0,Uses current S&P 500 constituents
2026-02-02,XLE,Energy,에너지,126,0.47619047619047616,0.42857142857142855,-0.0056866079562911676,-0.0703091802339002,0.16495369133667875,21,21,1.0,Uses current S&P 500 constituents
2026-02-02,XLE,Energy,에너지,252,0.5238095238095238,0.5238095238095238,0.002042901813382958,0.017568826228652856,0.1671160903918924,21,21,1.0,Uses current S&P 500 constituents
2026-02-02,XLB,Materials,소재,21,0.96,0.48,0.07226597743340624,-0.0027697943134235015,0.05607235868004289,25,25,1.0,Uses current S&P 500 constituents
2026-02-02,XLB,Materials,소재,63,0.96,0.4,0.10577727653116575,-0.026604532046100582,0.1500251491145221,25,25,1.0,Uses current S&P 500 constituents
2026-02-02,XLB,Materials,소재,126,0.44,0.32,-0.032530900446392286,-0.06402696864160551,0.34858550237797264,25,25,1.0,Uses current S&P 500 constituents
2026-02-02,XLB,Materials,소재,252,0.28,0.32,-0.11810799098049407,-0.08760121191331183,0.42868671737917285,25,25,1.0,Uses current S&P 500 constituents
2026-02-02,XLY,Consumer Discretionary,경기소비재,21,0.6595744680851063,0.6382978723404256,0.022425557327953483,0.020769256600992936,0.0769026648424503,47,47,1.0,Uses current S&P 500 constituents
2026-02-02,XLY,Consumer Discretionary,경기소비재,63,0.6808510638297872,0.6382978723404256,0.04371642510784013,0.023994795548679893,0.12698560123335978,47,47,1.0,Uses current S&P 500 constituents
2026-02-02,XLY,Consumer Discretionary,경기소비재,126,0.3404255319148936,0.3191489361702128,-0.05469328894311465,-0.06286558369358475,0.17069591104608875,47,47,1.0,Uses current S&P 500 constituents
2026-02-02,XLY,Consumer Discretionary,경기소비재,252,0.3829787234042553,0.5531914893617021,-0.06157062740524166,0.046183226708690794,0.2909694170001318,47,47,1.0,Uses current S&P 500 constituents
2026-02-02,XLP,Consumer Staples,필수소비재,21,0.7647058823529411,0.47058823529411764,0.06365953108506472,-0.004354330466440626,0.07591256138380269,34,34,1.0,Uses current S&P 500 constituents
2026-02-02,XLP,Consumer Staples,필수소비재,63,0.7352941176470589,0.5588235294117647,0.10020463902803489,0.012707819019109445,0.12073030899514009,34,34,1.0,Uses current S&P 500 constituents
2026-02-02,XLP,Consumer Staples,필수소비재,126,0.2647058823529412,0.38235294117647056,-0.08817330796979939,-0.033122318707323406,0.1717230101874603,34,34,1.0,Uses current S&P 500 constituents
2026-02-02,XLP,Consumer Staples,필수소비재,252,0.38235294117647056,0.4117647058823529,-0.12663344217912054,-0.052550656888020186,0.30837450230064034,34,34,1.0,Uses current S&P 500 constituents
2026-02-02,XLV,Health Care,헬스케어,21,0.4915254237288136,0.5084745762711864,-0.002167811893744487,0.011865248825168706,0.09414784365880303,59,59,1.0,Uses current S&P 500 constituents
2026-02-02,XLV,Health Care,헬스케어,63,0.6610169491525424,0.4406779661016949,0.04224479088790045,-0.015342305820590596,0.14947858059170682,59,59,1.0,Uses current S&P 500 constituents
2026-02-02,XLV,Health Care,헬스케어,126,0.6440677966101694,0.423728813559322,0.04934076329145731,-0.02352152480222003,0.19982998123903906,59,59,1.0,Uses current S&P 500 constituents
2026-02-02,XLV,Health Care,헬스케어,252,0.288135593220339,0.4067796610169492,-0.15504361172473669,-0.0674418298654571,0.2648233478123788,59,59,1.0,Uses current S&P 500 constituents
2026-02-02,XLU,Utilities,유틸리티,21,0.5161290322580645,0.7741935483870968,0.003061773033791848,0.024483983376277996,0.05554688479368723,31,31,1.0,Uses current S&P 500 constituents
2026-02-02,XLU,Utilities,유틸리티,63,0.22580645161290322,0.7096774193548387,-0.04517788716471738,0.023577755686841728,0.07883502563631406,31,31,1.0,Uses current S&P 500 constituents
2026-02-02,XLU,Utilities,유틸리티,126,0.0967741935483871,0.6774193548387096,-0.09873922141664626,0.018548829948918488,0.1005842193877834,31,31,1.0,Uses current S&P 500 constituents
2026-02-02,XLU,Utilities,유틸리티,252,0.3870967741935484,0.6451612903225806,-0.020541680511532823,0.02315936006104513,0.12154720742420287,31,31,1.0,Uses current S&P 500 constituents
2026-02-02,XLRE,Real Estate,부동산,21,0.4666666666666667,0.5,-0.0049970771172302975,-0.00033236107537981674,0.05119440289543473,30,30,1.0,Uses current S&P 500 constituents
2026-02-02,XLRE,Real Estate,부동산,63,0.4666666666666667,0.5,-0.01573471219756717,-0.002701774535433077,0.0729148557674376,30,30,1.0,Uses current S&P 500 constituents
2026-02-02,XLRE,Real Estate,부동산,126,0.2,0.4666666666666667,-0.12544168899159608,-0.011003630484563487,0.14350112964521683,30,30,1.0,Uses current S&P 500 constituents
2026-02-02,XLRE,Real Estate,부동산,252,0.16666666666666666,0.3,-0.20602955200698936,-0.06390263647696803,0.15587491556180627,30,30,1.0,Uses current S&P 500 constituents
2026-02-02,XLC,Communication Services,커뮤니케이션서비스,21,0.4166666666666667,0.4166666666666667,-0.021808656551771388,-0.018590970947239105,0.11182922756934043,24,24,1.0,Uses current S&P 500 constituents
2026-02-02,XLC,Communication Services,커뮤니케이션서비스,63,0.5,0.4583333333333333,-0.005039436400181563,-0.02928664303024564,0.20658895088201457,24,24,1.0,Uses current S&P 500 constituents
2026-02-02,XLC,Communication Services,커뮤니케이션서비스,126,0.3333333333333333,0.3333333333333333,-0.1361323373278857,-0.1464728366642511,0.7628164774787721,24,24,1.0,Uses current S&P 500 constituents
2026-02-02,XLC,Communication Services,커뮤니케이션서비스,252,0.375,0.375,-0.13031540443985778,-0.15531491835849387,0.7710468633222375,24,24,1.0,Uses current S&P 500 constituents
2026-02-03,XLK,Information Technology,기술,21,0.4520547945205479,0.4794520547945205,-0.050976231936050165,-0.02628214604931478,0.25518285864218593,73,73,1.0,Uses current S&P 500 constituents
2026-02-03,XLK,Information Technology,기술,63,0.410958904109589,0.4657534246575342,-0.09643386735079695,-0.028985866655447112,0.4396721166402981,73,73,1.0,Uses current S&P 500 constituents
2026-02-03,XLK,Information Technology,기술,126,0.4444444444444444,0.4444444444444444,-0.09344446965101938,-0.08113405306366295,1.9388085890325932,72,73,0.9863013698630136,Uses current S&P 500 constituents
2026-02-03,XLK,Information Technology,기술,252,0.4225352112676056,0.39436619718309857,-0.09975916198998336,-0.17937528460996655,1.0907595956991811,71,73,0.9726027397260274,Uses current S&P 500 constituents
2026-02-03,XLF,Financials,금융,21,0.4605263157894737,0.6052631578947368,-0.0121207667854073,0.022675869634087187,0.09438499675252236,76,76,1.0,Uses current S&P 500 constituents
2026-02-03,XLF,Financials,금융,63,0.6578947368421053,0.5921052631578947,0.04080076144648981,0.029017520597070856,0.15011718039553423,76,76,1.0,Uses current S&P 500 constituents
2026-02-03,XLF,Financials,금융,126,0.3815789473684211,0.5263157894736842,-0.04807533976153788,0.012435270849983526,0.2034717430196607,76,76,1.0,Uses current S&P 500 constituents
2026-02-03,XLF,Financials,금융,252,0.42105263157894735,0.5263157894736842,-0.08518138381719864,0.01951586466231081,0.2692772473367555,76,76,1.0,Uses current S&P 500 constituents
2026-02-03,XLI,Industrials,산업재,21,0.7777777777777778,0.5432098765432098,0.07037929481587057,0.010313023573831792,0.09928070226877417,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-03,XLI,Industrials,산업재,63,0.7160493827160493,0.5308641975308642,0.08308341934229713,0.003777450135442173,0.16594111686072,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-03,XLI,Industrials,산업재,126,0.5802469135802469,0.5185185185185185,0.046898906694965437,0.019245140220891077,0.2544511526427632,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-03,XLI,Industrials,산업재,252,0.5185185185185185,0.3950617283950617,0.00038342908270116993,-0.07830629529651745,0.3763426888847117,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-03,XLE,Energy,에너지,21,0.9523809523809523,0.38095238095238093,0.09549713834383211,-0.027066045691491736,0.061687028270536744,21,21,1.0,Uses current S&P 500 constituents
2026-02-03,XLE,Energy,에너지,63,0.9523809523809523,0.42857142857142855,0.16538135622869699,-0.003260684860821428,0.10335268863063996,21,21,1.0,Uses current S&P 500 constituents
2026-02-03,XLE,Energy,에너지,126,0.6666666666666666,0.42857142857142855,0.057160028013320874,-0.07491029980129005,0.17713558792247647,21,21,1.0,Uses current S&P 500 constituents
2026-02-03,XLE,Energy,에너지,252,0.5714285714285714,0.5238095238095238,0.07997337240692937,0.02064146834857805,0.18248970144176632,21,21,1.0,Uses current S&P 500 constituents
2026-02-03,XLB,Materials,소재,21,0.96,0.48,0.08768893691581225,-0.002307612962969996,0.07076080426862646,25,25,1.0,Uses current S&P 500 constituents
2026-02-03,XLB,Materials,소재,63,1.0,0.36,0.13949501203675352,-0.036286957040517986,0.1696583549793516,25,25,1.0,Uses current S&P 500 constituents
2026-02-03,XLB,Materials,소재,126,0.52,0.32,0.0050019755918511155,-0.06170768721141551,0.36017897902711066,25,25,1.0,Uses current S&P 500 constituents
2026-02-03,XLB,Materials,소재,252,0.32,0.28,-0.09594081632281615,-0.1015091725651327,0.4565420469447711,25,25,1.0,Uses current S&P 500 constituents
2026-02-03,XLY,Consumer Discretionary,경기소비재,21,0.6170212765957447,0.5957446808510638,0.035502258161999034,0.022505174392295935,0.0845945377601574,47,47,1.0,Uses current S&P 500 constituents
2026-02-03,XLY,Consumer Discretionary,경기소비재,63,0.6170212765957447,0.6382978723404256,0.06302065971523851,0.06641716474947623,0.12917639960172747,47,47,1.0,Uses current S&P 500 constituents
2026-02-03,XLY,Consumer Discretionary,경기소비재,126,0.3617021276595745,0.3404255319148936,-0.03630322032439137,-0.048524896635318004,0.16533204039162144,47,47,1.0,Uses current S&P 500 constituents
2026-02-03,XLY,Consumer Discretionary,경기소비재,252,0.3829787234042553,0.5957446808510638,-0.06223394798763682,0.04569102900927713,0.28816002662088935,47,47,1.0,Uses current S&P 500 constituents
2026-02-03,XLP,Consumer Staples,필수소비재,21,0.8529411764705882,0.47058823529411764,0.09502514877130996,-0.0009555081149631439,0.07293990623839043,34,34,1.0,Uses current S&P 500 constituents
2026-02-03,XLP,Consumer Staples,필수소비재,63,0.8529411764705882,0.5294117647058824,0.12978890876039983,0.008975957456702988,0.12052339391532983,34,34,1.0,Uses current S&P 500 constituents
2026-02-03,XLP,Consumer Staples,필수소비재,126,0.38235294117647056,0.4117647058823529,-0.0403979888734437,-0.02364135517312438,0.165390857661647,34,34,1.0,Uses current S&P 500 constituents
2026-02-03,XLP,Consumer Staples,필수소비재,252,0.4117647058823529,0.4411764705882353,-0.09913960919929699,-0.05687895978116064,0.31764415536732155,34,34,1.0,Uses current S&P 500 constituents
2026-02-03,XLV,Health Care,헬스케어,21,0.4406779661016949,0.5423728813559322,-0.015270752150436273,0.003105651136996457,0.09489346598769044,59,59,1.0,Uses current S&P 500 constituents
2026-02-03,XLV,Health Care,헬스케어,63,0.6779661016949152,0.5423728813559322,0.06459513946418838,0.005700996855547702,0.15305040337487646,59,59,1.0,Uses current S&P 500 constituents
2026-02-03,XLV,Health Care,헬스케어,126,0.6271186440677966,0.3898305084745763,0.0412142450128854,-0.028870839974459495,0.197936566714736,59,59,1.0,Uses current S&P 500 constituents
2026-02-03,XLV,Health Care,헬스케어,252,0.3050847457627119,0.423728813559322,-0.15519424986394403,-0.06368055122445382,0.26668745515313447,59,59,1.0,Uses current S&P 500 constituents
2026-02-03,XLU,Utilities,유틸리티,21,0.6774193548387096,0.7741935483870968,0.021921886078060338,0.02984197985860293,0.06766521967601374,31,31,1.0,Uses current S&P 500 constituents
2026-02-03,XLU,Utilities,유틸리티,63,0.41935483870967744,0.7096774193548387,-0.003914810337807051,0.032158138927561364,0.08772344415054305,31,31,1.0,Uses current S&P 500 constituents
2026-02-03,XLU,Utilities,유틸리티,126,0.0967741935483871,0.6451612903225806,-0.07079724213862759,0.023415370885813802,0.11109756766082171,31,31,1.0,Uses current S&P 500 constituents
2026-02-03,XLU,Utilities,유틸리티,252,0.5483870967741935,0.5806451612903226,0.007894721725692389,0.02494545656739433,0.13620360557605599,31,31,1.0,Uses current S&P 500 constituents
2026-02-03,XLRE,Real Estate,부동산,21,0.5666666666666667,0.5333333333333333,0.007268870779239767,0.005929601476158397,0.06486235339849465,30,30,1.0,Uses current S&P 500 constituents
2026-02-03,XLRE,Real Estate,부동산,63,0.5666666666666667,0.5666666666666667,0.018275159618330594,0.023510157411406718,0.09126699159393215,30,30,1.0,Uses current S&P 500 constituents
2026-02-03,XLRE,Real Estate,부동산,126,0.23333333333333334,0.5666666666666667,-0.08633778138681436,0.01405086026147151,0.1540292066571956,30,30,1.0,Uses current S&P 500 constituents
2026-02-03,XLRE,Real Estate,부동산,252,0.13333333333333333,0.3,-0.19131148176692186,-0.05131971996061829,0.16523311163924434,30,30,1.0,Uses current S&P 500 constituents
2026-02-03,XLC,Communication Services,커뮤니케이션서비스,21,0.3333333333333333,0.3333333333333333,-0.04600272523599064,-0.043878726381384625,0.1248303303357606,24,24,1.0,Uses current S&P 500 constituents
2026-02-03,XLC,Communication Services,커뮤니케이션서비스,63,0.4583333333333333,0.4583333333333333,-0.06780111779102233,-0.0827022129372939,0.21543750812753312,24,24,1.0,Uses current S&P 500 constituents
2026-02-03,XLC,Communication Services,커뮤니케이션서비스,126,0.375,0.375,-0.14851596179714488,-0.14569216122545192,0.7736716297467169,24,24,1.0,Uses current S&P 500 constituents
2026-02-03,XLC,Communication Services,커뮤니케이션서비스,252,0.4166666666666667,0.4166666666666667,-0.15149970158713344,-0.15632481629946093,0.7631201775655798,24,24,1.0,Uses current S&P 500 constituents
2026-02-04,XLK,Information Technology,기술,21,0.4246575342465753,0.5068493150684932,-0.041075702358326804,0.00164488517380601,0.21048733349327933,73,73,1.0,Uses current S&P 500 constituents
2026-02-04,XLK,Information Technology,기술,63,0.3835616438356164,0.5068493150684932,-0.08696352819693287,0.0038118650350280614,0.3712870979163055,73,73,1.0,Uses current S&P 500 constituents
2026-02-04,XLK,Information Technology,기술,126,0.4305555555555556,0.4722222222222222,-0.06976358011116068,-0.03573391696819428,1.6636501044781842,72,73,0.9863013698630136,Uses current S&P 500 constituents
2026-02-04,XLK,Information Technology,기술,252,0.4788732394366197,0.43661971830985913,-0.03248295415619595,-0.09181894597251938,1.0453234244211513,71,73,0.9726027397260274,Uses current S&P 500 constituents
2026-02-04,XLF,Financials,금융,21,0.4342105263157895,0.6052631578947368,-0.01498671262854423,0.021448972000893796,0.10221329234502212,76,76,1.0,Uses current S&P 500 constituents
2026-02-04,XLF,Financials,금융,63,0.6973684210526315,0.5789473684210527,0.06587591872932608,0.034689962820410924,0.15671438532383106,76,76,1.0,Uses current S&P 500 constituents
2026-02-04,XLF,Financials,금융,126,0.40789473684210525,0.5263157894736842,-0.0435879528985047,0.004581493953218385,0.2041779709027401,76,76,1.0,Uses current S&P 500 constituents
2026-02-04,XLF,Financials,금융,252,0.4342105263157895,0.5657894736842105,-0.06461608849262546,0.029456613157291756,0.27346604370854094,76,76,1.0,Uses current S&P 500 constituents
2026-02-04,XLI,Industrials,산업재,21,0.8024691358024691,0.6296296296296297,0.08040364909806974,0.018498086587905416,0.10083809137116394,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-04,XLI,Industrials,산업재,63,0.7530864197530864,0.5679012345679012,0.1275320653699703,0.033826917879713925,0.17384600550198182,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-04,XLI,Industrials,산업재,126,0.6419753086419753,0.5555555555555556,0.04328868939873565,0.010562865878491978,0.24899570497751972,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-04,XLI,Industrials,산업재,252,0.5432098765432098,0.38271604938271603,0.042654128417209725,-0.04954591924511087,0.3578727460481568,81,83,0.9759036144578314,Uses current S&P 500 constituents
2026-02-04,XLE,Energy,에너지,21,1.0,0.38095238095238093,0.10829713773809035,-0.0206070101046123,0.04722515805176471,21,21,1.0,Uses current S&P 500 constituents
2026-02-04,XLE,Energy,에너지,63,0.8571428571428571,0.42857142857142855,0.18251461018636284,-0.0193411026015895,0.1092992789862611,21,21,1.0,Uses current S&P 500 constituents
2026-02-04,XLE,Energy,에너지,126,0.7142857142857143,0.42857142857142855,0.07742437035836924,-0.08040923025860436,0.1761662659074894,21,21,1.0,Uses current S&P 500 constituents
2026-02-04,XLE,Energy,에너지,252,0.5238095238095238,0.47619047619047616,0.062065502645470394,-0.014651869279372454,0.1920075846636586,21,21,1.0,Uses current S&P 500 constituents
2026-02-04,XLB,Materials,소재,21,0.96,0.52,0.13088293555855168,0.014660973941164723,0.06823953469412326,25,25,1.0,Uses current S&P 500 constituents
2026-02-04,XLB,Materials,소재,63,1.0,0.4,0.2065415920590712,-0.011546282148676035,0.16339901472333604,25,25,1.0,Uses current S&P 500 constituents
2026-02-04,XLB,Materials,소재,126,0.56,0.4,0.00879273726064711,-0.07666456749987915,0.34171693973853157,25,25,1.0,Uses current S&P 500 constituents
