as_of,window,breadth_pct,n_valid,definition
2026-08-27,21,0.30417495029821073,503,Percent of current S&P 500 constituents outperforming SPY over trailing window
2026-08-27,63,0.5677290836653387,502,Percent of current S&P 500 constituents outperforming SPY over trailing window
2026-08-27,126,0.3313373253493014,501,Percent of current S&P 500 constituents outperforming SPY over trailing window
2026-08-27,252,0.384,500,Percent of current S&P 500 constituents outperforming SPY over trailing window
