as_of,proxy_score,proxy_stage,vix_warmth,hy_oas_warmth,spy_trend_warmth,spy_momentum_warmth,manual_overlay_available,warning
2026-09-04,73.63062204679218,OPTIMISM,84.07148407148406,96.18805590851335,60.47808764940239,53.78486055776892,False,Market-implied proxy only; do not treat as Ken Fisher's exact sentiment-stage model.
